#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Arg" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Arg" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Arg" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Arg">
#                            <taxonset id="TaxonSet.Arg" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Arg"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Arg" name="distribution">
#            <parameter id="gammaShape.s:Arg" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Arg" name="distribution">
#            <parameter id="ucldStdev.c:Arg" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Arg" id="treeLikelihood.Arg" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Arg">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Arg" shape="@gammaShape.s:Arg" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Arg" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Arg" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Arg" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Arg" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Arg">
#                <LogNormal S="@ucldStdev.c:Arg" id="LogNormalDistributionModel.c:Arg" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="100" id="rateCategories.c:Arg" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Arg" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Arg	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	sum(indicators.alltrees)
12400000	-7231.352916212168	-6913.833204671088	-317.51971154107935	-6913.833204671088	1.721098198748391	0.887546617810792	1.0	0.4458037907185508	0.9294036638361877	0.19767592511599777	0.4502158270954577	-104.10183009634066	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	28.087006346087442	147.21488663959627	20.59475946153631	16.813209196962703	22.831652341133854	78.1872857221059	63.42120346708165	25.61834378311295	28.379608742925942	6.09167515789814	19.142556324283024	3.5970049407448057	2.652829320764187	6.074219174082167	12.529168406256206	14.570997513839131	21.92778520978359	23.071297067721943	1.0556257737934998	8.211080498536973	8.404874997268854	20.41970801427248	2.284361434092793	25.3842347887257	35.07475793986681	0.19828468134998886	7.980764376783782	0.694988221606206	11.692521186973801	12.049992465965426	21.84267595958622	19.393997266681954	6.002022248845144	5.843192666696389	5.935412724236975	11.087345558892089	13.52080378764574	1.8600137600263775	32.69842587418187	0.9116436186163964	17.96938326150801	13.914477037353452	3.0412960159252025	11.48767731206276	7.1700452414180464	4.692291672269228	16.017382603551333	1.177409441435678	0.6470168219827562	1.995235944867624	1.1895037492668525	26.323555553158695	5
12410000	-7185.668064118477	-6902.25843174082	-283.40963237765675	-6902.25843174082	1.2702585117782987	0.8374852056428448	1.0	0.5670024056911119	0.9483368302990632	0.4273546159468499	0.642597122969832	-108.06795449624437	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15.371960107736541	68.98909649831916	8.519660210157436	12.791403792099478	12.495715800288894	15.088062749963937	34.710292640939535	5.66647513665139	15.532100790449643	3.333961133581052	21.138359640056905	1.9686333165998946	0.029278313683577053	3.324407509974677	3.886756993171158	9.023814572781873	12.001031200776708	12.626872860309795	3.887276020081473	4.527640293576038	4.66401171426234	11.175663690863592	1.185957213708075	13.892738860439842	8.148032834057306	0.10852079335652921	4.36785573077832	12.58573984647067	2.3339746276491504	6.594935793545312	4.221535098015815	5.585751104355981	4.081374471375278	3.197967183383636	3.248439028911756	6.068081145134955	7.54521573071831	2.5432159651254107	17.8957804164032	0.4989406548055257	8.749401005103078	7.615364318383793	1.6644949788012118	4.2178985320458935	3.924150835573045	1.506558176031536	5.8128779474675945	28.44718810857843	0.9419282531586814	0.22590740763231965	0.17576558842057194	14.406827159538487	2
12420000	-7256.498657801142	-6903.328306988316	-353.17035081282614	-6903.328306988316	1.3980778972748449	0.8374852056428448	1.0	0.4533473960862469	0.9742040269546113	0.20641504389496615	0.45421345299652544	-109.59416307103334	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	58.35078831892572	68.84473009327056	51.12262669641346	48.555193335367285	25.73812810463779	7.702265707060434	101.42234940241902	21.50950749909843	8.114696335956248	4.666174627142609	113.47816720613336	7.472781943838876	0.11113824600843751	12.619197391928594	6.464431144839132	34.25371197135927	45.554999251715905	47.93064646525515	14.755803332513931	37.24680530410511	17.70423279455053	42.421967125772525	59.05204363619193	52.73577726809517	36.13968337327501	0.4119366558960659	46.62859761402302	47.774508681483596	13.40877747968967	25.033873349202473	11.367225241546686	21.203085228437647	15.492586251874751	21.68754784748234	14.421360398258308	23.03397328123634	28.64106352332971	30.537145795431247	67.93101774665467	9.500113116540472	69.52481592894378	28.90734221264796	6.318296006835359	23.286129553901443	1.864700272588797	5.71877994762161	22.065241404427322	107.9833567065338	3.5868363697679397	2.681712704358678	0.08309951526414665	54.687217247622904	3
12430000	-7242.0165501939055	-6898.139929202405	-343.8766209915003	-6898.139929202405	1.8449852244939131	0.8374852056428448	1.0	0.48496566979313277	0.8952087293441602	0.28378565242967746	0.5350678916120155	-114.91372908857028	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	43.040659176259666	97.87268977267874	37.70902870770327	68.96261502952895	7.849398102907375	5.681338722806206	74.81106766931518	15.86582474700902	8.428251958524093	4.071994253615383	83.70366981111785	5.512067103281216	0.08197769911439183	9.308161717633213	4.7682882389298555	25.266194081612067	23.542894485675177	35.35456294666256	10.884163186200825	27.473957056695408	13.058981234710386	31.29125554683651	27.336233535533022	38.89891946935419	26.657322713540083	0.3038523680558418	34.39414677318396	35.23939272652573	9.89057111481119	50.30672956932963	8.384683077923405	15.639801810635975	11.427628380634431	15.99715071834863	10.637471671623025	16.990299909130986	12.399695708856793	22.524783679239675	50.10721991191845	4.988766738084152	51.28283598045741	21.322609337610945	23.311188638634892	17.176295205914563	5.5493696713058105	24.331856456122697	16.2757447206899	79.65059233324786	2.645719212367903	1.9780826590737048	0.44659711207192754	40.33833897818265	2
12440000	-7258.169578310281	-6899.042434137516	-359.12714417276584	-6899.042434137516	1.506822000159388	0.8374852056428448	1.0	0.46396360910575496	0.8885865982516493	0.34419369310687525	0.5650981875159868	-116.96271023242525	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55.37351874010476	86.7016552738057	48.514164229364255	88.72314524891317	10.098562644450105	7.3092680794655855	96.24741202474463	81.50096250209965	18.784502846227948	5.023457430898008	107.6880981288044	4.842049590624992	0.10546756822640123	11.975320015349265	6.134592341518803	32.505962925423134	32.23896306733066	45.48505044632454	14.002908544994677	35.346337743425906	16.80089840551909	40.257443974740156	35.16915095944083	50.045005988063394	34.295705202708056	0.39091814853165363	44.24943686609039	45.336879380520664	12.724612853476527	25.435570186252757	10.787228040441425	20.121226654689824	34.73547106876198	28.794479120641572	13.6855301063988	21.858696135797054	15.952701372303812	28.979029481666398	35.72304484907431	3.8832706669841497	65.97740679529147	27.432384409098134	29.99077071866867	4.862328686161807	28.292108523630663	31.30390043370466	74.8886640332858	54.27595081397398	16.769626760580778	0.6079511036730345	2.1942150075539844	51.89687639786764	2
12450000	-7306.595402994217	-6913.843188435746	-392.7522145584709	-6913.843188435746	1.251050048062484	0.8700888449507647	1.0	0.3620304659142825	0.9920651010232774	0.17180682633302916	0.394224517662567	-106.69160705766934	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	130.42560218180955	41.82125074394704	114.26922521684182	201.9025755757583	23.785938550428504	30.011895532858325	226.69909656068788	191.9656246268975	44.24461640056075	6.265429880536242	253.64624401394056	11.404860085116095	126.72271647701996	26.589258566488137	14.449287646642214	76.5638501130201	75.93496435559487	1.7614408302849693	32.98215141157351	83.2540082335253	39.57247690940376	94.82152285372378	82.83666627069323	117.87493716663687	80.7793708091262	236.8784586402782	104.22417756316281	106.78551641266505	29.971281069105668	59.91039821670219	45.209911695821205	10.406486145391582	81.8151859280513	67.82190050893837	0.7835954368655873	51.485505550069234	37.57465175140448	68.25658648370016	84.14129609635668	0.9017699767819676	155.40177340107795	64.6136517462849	6.90817883525891	11.452625033186411	66.63862754517548	73.73253781953204	176.39115818114706	127.84041415406436	26.4420482493819	2.2769031654498013	5.16820711755351	122.23679313780993	2
12460000	-7155.465528825585	-6900.003661883969	-255.46186694161662	-6900.003661883969	1.849590948997007	0.8700888449507647	1.0	0.5075689957317722	0.8792984801076793	0.31792284455202896	0.5612562467933472	-123.6954994009663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6.289573144662776	18.109239101493305	1.5337266573188841	2.3426726065289096	1.7947179803839164	0.5059581778456803	10.932213658939713	9.25724564160872	1.461564639627802	2.436516404356859	12.231698208844168	0.5499817559591612	6.111007202876774	4.827749443751592	1.269952467056518	1.0008247852573053	3.661846328960136	9.520243119110383	0.9077439522943775	4.014795911321047	2.359990733540145	4.572621430917086	3.994670239998402	5.684336716334459	3.8954603450908696	1.3844545013415959	3.140613622128789	5.149566534734523	1.699773718346735	2.889086386463903	3.092473835432735	0.501836715303192	11.845990242333931	1.8092753799530539	5.5550527260398725	2.320881002813152	1.8119795241294305	0.533414642964138	2.196397737834408	0.28873040210339596	7.49401041103807	3.1158935209325516	1.1588881264892357	1.9729489387295522	1.5684524476912964	3.5556377122270244	8.506191061365389	1.6580976102113834	7.19536425009274	0.18131664134201889	2.767084394209444	5.894680481042057	2
12470000	-7204.0084837020295	-6899.366194423552	-304.6422892784777	-6899.366194423552	1.51727743375645	1.1272531746133678	1.0	0.5834350680126341	0.9406765978775891	0.4171619597598599	0.61020161210493	-123.29674500272745	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17.425259674886195	24.914413987148823	4.249189040238067	6.490373442377296	4.972265387821294	1.4017569127206542	7.275862109031384	5.147104330324242	2.5164096099099194	6.750367643639936	2.9476491524347903	1.5237242168287264	28.02459484296851	17.302346201343934	5.485277671511596	8.610125209168249	9.789942715404191	26.375829440718203	11.493205422910492	1.3638101644381142	6.5383533057658845	12.66844569512547	8.162983553814668	7.1442359609590165	0.3726245208362662	16.203826242076516	15.806780064008828	2.372851606974994	2.4436209434721925	8.004212583175443	8.567697422508617	9.878180766374504	7.380851922514455	6.905367253739765	15.390271173023978	8.897712731466848	36.040575802884646	10.119419926083348	5.177575992101305	4.949178414901917	7.58826943783192	7.11000959382194	4.73296632334943	1.2797571669355743	2.3640776396692287	7.354235803384846	23.566398653661732	9.220546581317674	4.380394861066999	0.21253247095506758	35.195186052385765	19.226351022538886	2
12480000	-7268.518486297764	-6914.661294899546	-353.85719139821805	-6914.661294899546	1.526884548983066	0.7212235286654218	1.0	0.555028844774627	0.9717365304716684	0.4069974114769501	0.5738629930261133	-111.98546021601881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.44123737056161	30.778645978976858	47.72578362123994	21.767563987366387	20.423697332187253	4.701244629955186	14.020039111041488	33.014171417913005	33.94236372903457	23.693657774917558	6.777361300507846	5.1103013845641465	93.98953186288377	58.02900733110483	28.80707512307423	28.876836301295725	32.83373543636292	88.45986446974008	38.54617714747625	4.573977951283128	7.3703954205254725	16.767475042887202	27.377202315556836	23.960503166988534	1.2497167031415408	54.34476578213249	53.013143162300345	7.958124389285459	1.31398448945025	26.84471257618991	28.734541012872747	40.00225480081571	24.754071230416262	2.339151368576268	51.616246047471336	29.84135395951386	120.87371349212657	33.93874369659801	17.402480771429385	16.598668595533102	25.449712872127378	23.845713988318618	15.332083329472388	4.292079071702429	7.92869805558572	24.664805476851736	79.0375307676397	30.924081563141826	2.9628728312314956	65.77563353383768	53.78647027611912	64.48177902894136	1
12490000	-7229.880935160511	-6912.135903776106	-317.7450313844059	-6912.135903776106	1.5861395647177192	1.0357519804769197	1.0	0.4519520013151923	1.0188685210253619	0.29968994527755827	0.5064085271762337	-104.15933842024278	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.819995708352394	90.9308654593209	26.802307481871818	12.624414105395468	17.201131949099604	13.218702236996483	9.080806205418885	18.540417913815684	19.06168113544079	13.306113653227943	3.806096154094549	6.852211231434878	52.7835509849037	32.58849157300977	16.17775605801475	16.21693321566666	18.43908692894011	49.67814685116074	21.647135233156753	4.60077011149436	4.139137994917881	3.1915592751721804	2.1385550766547405	13.455971271180681	0.7018280015820191	30.519459545862524	29.77163402685579	4.469200517551832	0.799628044410298	15.075713506133102	16.137021650383595	22.464853414423413	13.901630904819841	13.934878108930565	28.98715102518697	3.511133827340021	5.931035152594597	19.059648162588434	9.773053582207353	29.240962149409793	14.292296070766689	13.391506853231693	8.61033974833085	2.4103873061411396	4.452674992268818	1.548306886234691	44.38666149631145	17.366645024157204	1.6639188008430965	36.93891689196393	30.205926552110725	36.21230155648306	2
12500000	-7273.154268538943	-6908.979881907252	-364.174386631691	-6908.979881907252	1.6979525136488798	1.0357519804769197	1.0	0.5153382377253869	0.9632900632184892	0.23877528001016585	0.47911909608374487	-111.19592802378386	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.14502802949339	37.088036853861155	56.46698794715233	26.59706219740158	123.74002195805042	73.29018775049823	95.04286204572426	39.06087397820881	27.34363243945394	2.334786982963586	2.9056162637875627	18.2669385237723	111.20416177929418	68.65729609712335	34.083227981686164	10.236302062814707	38.847390288212644	104.6617094956726	45.60609287568973	9.692882995581082	6.7325483624429285	6.723963570885201	4.5054987828738735	40.488860310297994	1.4786082628561128	64.298268180657	62.72275254280051	9.41569273200436	1.3280487714745013	31.761449398389203	55.03375972515645	0.6924008438002973	91.15042031996903	29.357942212782433	25.105103995727553	7.397241884615581	12.495479753085302	40.15478606839277	20.5898279171162	61.60473527776079	58.525605957311235	28.213169951396747	15.668089602408347	5.078193773274899	9.380876825291569	7.024882037708579	93.51363054922724	36.58797422292212	9.917537405835558	77.82275374350417	63.63771819662327	68.31474209581135	2
12510000	-7150.3801814546005	-6912.818408486126	-237.561772968475	-6912.818408486126	1.149847066965834	0.9324001693217444	1.0	0.48903690887619566	0.9724585529286552	0.25079485606861296	0.47463780124713717	-109.26447689334304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.408946107277685	28.94319021182863	5.2338381067577915	2.41640424917876	11.469271972877571	0.06724520870062348	8.80937643806661	0.22707844723752038	2.534439158907	0.21640780793963219	0.2693170944279748	1.6931343855103367	7.807447946284541	6.363738985978604	2.1169009449089384	1.122678800456008	4.450778245420817	9.700932587187697	1.4579534472866496	0.8984183897695441	2.603929039663399	0.6232338228964257	0.7483721386536094	0.5285762779004091	0.1370499215992542	4.028405314109696	0.9304750910210862	1.8967514482289258	0.30100551444229096	2.943919805723091	5.100994391222912	8.966059434507056	0.904039787932722	2.7211424280866523	2.326953406651161	1.0468695457227855	1.1581867648957251	2.52174957410802	1.9084394242002918	5.71004799043351	1.036422046757435	0.6360243249976641	2.199662921254217	6.548003060034291	1.7699990407497694	2.2759269224603136	1.1628712644658463	2.8961945998618845	3.5438385963325105	7.2132711328039	5.898482044700553	6.3319881834146825	1
12520000	-7232.320330351576	-6924.0795713781135	-308.240758973462	-6924.0795713781135	1.2043130495428334	0.8620852434131923	1.0	0.31966874982952964	0.9556154426355203	0.1630374248380127	0.40075620485170205	-113.42544280113557	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	21.304943029196913	36.99677940905517	17.398589537504947	8.032733307868376	18.45786353691559	5.873560732060824	29.28457502905741	0.7548656675487089	8.425110928950403	30.126711390460045	11.84326959728771	10.740639728244574	25.95391362553794	21.15466322848254	3.9934988678323946	70.4347176845606	14.795502313024997	32.2483311047694	5.836035867454009	12.760669001714595	3.4219352202438746	5.811277036825189	2.4877765410678294	1.757120016107704	6.039468134039757	39.80015762318752	3.0931323922009923	6.305277165488441	1.2912277289315275	5.550758662709069	16.95698373463456	29.805428576104234	1.2835986562603843	9.045759386068879	1.8635331584974508	3.4800567296545757	3.8501030637866447	8.382927568896964	6.344130926782177	29.53009199379077	3.445326624809155	12.491094097576342	0.9343599776416539	21.767203189713648	31.007307312627024	7.565751468337564	3.8656755143567	1.045472341626014	11.780607628108736	6.173554975392812	19.608032555989983	21.049115603579352	2
12530000	-7259.82478888741	-6925.060422408711	-334.7643664786995	-6925.060422408711	1.2052372486955039	1.0201338487379177	1.0	0.36437655002206926	0.9629057184716964	0.16361229334385502	0.393792427721638	-105.80682661444779	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42.293718284423775	62.92679487401608	42.29432637082486	15.94625994124044	36.64181028284462	11.65995715584874	90.3316505977436	1.4985290428674785	16.72519225494875	3.0618039085267488	5.218691731543738	6.628674888938008	51.52266822551305	41.995388852303606	3.144654549223681	16.838401928598316	25.319997091824597	64.018093313782	11.585464299887258	0.5894689027317298	30.704625465353676	11.536314062487786	6.5610561828820115	3.4881641716355594	11.989309875120592	7.223569236728796	13.660528895709065	6.857468389786349	19.759802358690084	11.019143436512238	13.591999118284022	19.369776573827693	2.5481485626947493	45.229002633108315	3.6994112732975735	6.288804531465023	162.48625104469122	28.081931097779588	16.74076912242849	58.6219540689184	12.85572029934489	11.09798320724212	26.262102534530264	43.21137861218031	61.554462663504914	15.019226325708525	7.673983965089253	0.5519991320328489	36.80129840391425	12.255493693873943	38.925079682135646	41.78585994123692	2
12540000	-7257.291577844501	-6904.370580668346	-352.9209971761559	-6904.370580668346	1.5132196213915503	1.069830262383079	1.0	0.42453883385154334	0.8574417363364814	0.14234947975170045	0.415208774063822	-116.83630635715588	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	47.24848675648101	124.75877766230398	47.24916608105768	17.814386679891037	55.91298429799133	31.930284375017596	100.91413027949395	6.449232896891203	18.684572007672827	6.47730800049951	8.290793982044976	6.454786160780759	57.55862113944863	46.91520761257112	13.094603331653149	18.81104435352251	28.28627029720879	71.51790281880632	14.186823879311989	23.01271845441725	34.30171544403471	12.88780945043565	7.329693125600585	6.625234253486082	31.446552895119474	8.069820513790145	13.187567140178231	7.660830438669051	22.074690945276654	12.310051559584846	15.184320896440516	21.638973092170698	2.8466677440930828	50.5276437873823	4.132802497470419	7.02554681101317	181.5217434647443	6.420927165375456	45.812648244071056	65.48959828590925	14.361785980220215	12.398127520136812	29.33874471512442	12.337208654973642	4.771753552075896	15.692606980821328	8.573001959903396	1.3492858696213401	41.112622176306246	13.69124198527604	43.48520741279184	46.68113209542088	2
12550000	-7232.842982470616	-6913.550334034227	-319.29264843638936	-6913.550334034227	1.1985941568609697	0.8850318025064113	1.0	0.4849312033535806	0.8775012422858487	0.17474993908607586	0.43871180917572034	-108.82681458148659	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30.178852561564742	54.51662204202618	30.179286464058766	11.378517831862426	48.85857388872478	32.55296524797249	64.4565121160339	53.32538685786676	12.075022147382512	4.137227169843809	4.137509484464291	4.122841877807041	36.764206861632786	14.57871719565048	8.36386793369481	12.01510933037747	18.06718562682726	45.680367623308456	9.061497956057082	14.698829210258152	21.909408831009323	8.231783236801512	30.12503463118859	4.231711562579497	20.085741333527093	5.154406843528331	6.877651426011836	0.08489479645574964	3.3944257463951484	7.862754059335306	9.698625565363917	13.821381876165805	1.6486935557138265	32.273336498623635	2.6397297733586846	4.4874017334503336	7.3291877877157035	3.0411071108099015	15.964282055840513	41.829930790650344	7.187092632216338	7.919010494412591	29.021763294526593	29.81700943839175	3.04784463575372	10.023281270819284	5.475802082115185	0.35950610449571485	26.25971429461442	8.744956751481032	9.15928275561097	29.81646820088676	2
12560000	-7155.24213259939	-6902.043583598226	-253.19854900116366	-6902.043583598226	1.7246250189516272	0.8667969420402379	1.0	0.5375368420959752	0.8473793901245986	0.27557550238999884	0.556651074792407	-117.7584067267656	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7.281512898924157	41.05186538672659	2.375386698669992	4.877302337398748	0.06988430224371515	5.088917368161808	3.8083294157313325	5.367393236007753	2.9134450801797422	4.430166133505798	1.2216492585801715	5.211142056682254	0.058637187146768875	8.844415100112974	1.8884593736008461	2.91539083600557	4.359226213807341	13.05211328570361	0.1952421992186487	2.607916398866	2.8852244120129487	1.9861535721956565	5.803816952601412	1.0210216662343334	4.846260615978449	1.2436483408668235	1.659430472734075	0.02048330214619766	4.541091313590227	1.8971147092926393	2.5790344879117844	4.419394658468742	2.4416010083733477	5.327549869602721	3.1253566288514825	1.0827142462794503	2.755016582001456	0.8346562477579964	3.85184047254708	5.834948515802814	1.7340920301885934	0.7537479625587103	7.002331959027345	12.586393383356045	0.7353798486501115	2.4184038049202554	1.321194151153974	1.661578365839466	2.992986079074612	2.109971386637156	2.209939406868455	0.7061681902550406	2
