#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Lys" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Lys" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Lys" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Lys">
#                            <taxonset id="TaxonSet.Lys" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Lys"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Lys" name="distribution">
#            <parameter id="gammaShape.s:Lys" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Lys" name="distribution">
#            <parameter id="ucldStdev.c:Lys" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Lys" id="treeLikelihood.Lys" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Lys">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Lys" shape="@gammaShape.s:Lys" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Lys" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Lys" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Lys" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Lys" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Lys">
#                <LogNormal S="@ucldStdev.c:Lys" id="LogNormalDistributionModel.c:Lys" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="94" id="rateCategories.c:Lys" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Lys" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Lys	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	sum(indicators.alltrees)
13830000	-6270.740598969011	-6058.977958488254	-211.76264048075703	-6058.977958488254	2.555682025768383	1.0021660123539962	1.0	0.18702689437915065	0.9417989319296675	0.02931163853234426	0.177163419020308	-85.72844167861662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6.606509608983337	32.40890471145636	3.556557948643134	1.48183871134081	6.86759373766271	11.941304753051455	3.8028877794846507	0.24659872447716816	0.9416530469083589	1.1929424865971847	5.971242953059437	1.8543800945006996	2.031652604256575	3.0685600556571258	3.2574216976697556	5.361431865306414	7.841204213288507	0.2883510139407155	4.57638154631701	2.1275096516951537	0.1581086335218944	6.553154613549477	2.2585907833085512	2.0424548074770428	13.66386811978219	0.044526771192034145	3.5835258906733434	0.31214906724320995	10.278449515353019	1.9067054952049889	2.025248511835617	1.8315454318121303	16.052395749835906	3.1376307504404752	3.0325506409001215	0.47776337273698444	1.9259795690789674	4.58871983486656	2.882346409159143	0.3664598469115805	6.366460166101301	0.19906251186089657	2.5500293030259424	1.8622248280745197	2.6686374249755604	1.0110325858932692	9.938973658953374	1.3578008285987826	0.9331703069150128	2
13840000	-6354.0991068269805	-6048.556196126651	-305.5429107003293	-6048.556196126651	2.7598597505490163	1.0167762920409098	1.0	0.256105138019146	0.9525795371107513	0.07071309115947215	0.26543320584768976	-94.58812596377989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.31158026322326	30.873619551728897	52.91963976119367	83.46413430726537	8.569679831655934	8.061990299966075	23.204449100667766	13.945834353846069	13.59025898371465	24.46674648538253	36.435312111882936	12.432340028765932	1.3259327257149316	22.59398778128101	3.5871078414330975	33.48524094421752	77.23983126211925	6.087778210469426	20.520943665167866	12.981631929888213	1.1869157413023972	39.986018914163665	7.466726064391577	12.462644539812807	83.37414898598185	0.27169331719871415	20.790333803343714	30.012489092196805	15.56332088466916	11.63432979856256	12.357655217336236	11.175718352068891	82.3647809586066	19.14518578172519	18.504008288538092	27.928027545090973	3.809276094864464	27.309483943345768	17.587492563582718	29.34248359940513	38.846847301853884	1.5290893574594033	15.559761054872757	2.179072876098528	16.283483733084076	6.1691155613474695	60.645599280164674	8.285024971295536	9.907420471739703	1
13850000	-6296.899193643062	-6050.982801371572	-245.91639227148997	-6050.982801371572	3.4792155369210715	0.980422070951699	1.0	0.2739259750079917	0.998423617854259	0.06778109323707254	0.2637532637644754	-93.79924596153553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12.685210621845393	18.45519757759192	3.0988608606922927	12.812101340407512	1.1370485868938427	2.5369396168188576	7.301954482652805	2.0782233501606338	0.227109958912396	20.32816000508938	14.697094851927986	9.994178680653743	0.4172432781415	5.56833950764213	1.6135942945912491	0.24203881930720003	24.305758334402675	4.116650002730372	7.203474694346169	0.6301857283396657	6.7362177458774175	3.7719148747247715	3.489241324538466	4.556459518675929	2.2250871763528157	4.305652397992311	6.39493512553368	4.968572483967067	0.5494483582046051	3.6610800910085066	3.07277082520486	1.9093237910649417	25.918472743061443	6.89017724545019	5.822824135292532	8.788365758644954	5.306247792480328	8.593723032765729	3.9241346617290307	9.23346547557886	1.2469561000041203	1.4293762835890258	4.896331151441346	2.873398209891347	6.61917341529812	0.9697199158892348	19.083900832802833	12.857061063021813	3.1176578685965897	2
13860000	-6256.606804236326	-6048.274028767377	-208.33277546894936	-6048.274028767377	3.523059763479253	0.980422070951699	1.0	0.24654517307325063	1.0574310366666615	0.05434923167180598	0.23319152006100866	-98.09449417697124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.266855337895681	20.038408172363646	1.8358199791562133	1.9008762615236108	2.231484311262598	0.21221753279813524	0.20212956943960927	3.9268147297486253	0.09429526517495136	0.7733706489275914	0.838490385722283	1.5059090826900847	2.336253881870466	7.280775436245557	8.878523381962015	1.8947574395578728	0.6396515511540731	3.5130839157522247	3.337086788580358	0.2941946313948684	0.9176106370796402	7.942219416958867	1.4487208642561857	6.237453891307185	1.0772159458619481	10.337428795196297	1.9832122513020405	2.4533964693804333	2.2717696339136233	1.8799497668248315	0.6364945457157029	3.8472784632981814	5.6824874826671365	0.28026224002039446	0.3710581349029223	4.773989305464004	0.6823468517030947	2.979765863056254	2.7638213396908062	1.1508091303698342	2.311543889055629	0.5631544517265574	2.0329396672896687	1.1337875297773512	2.748257784130387	1.0112594499227634	7.923569262305021	1.065678618993544	0.9529863520738943	1
13870000	-6327.5225600608155	-6047.542620072918	-279.9799399878971	-6047.542620072918	2.3354088647312037	0.999308978551459	1.0	0.21732288500732255	1.0221020148699027	0.05254927631594067	0.2177958624213546	-97.44679483028155	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.77196363735745	26.906264214611515	7.937416755931341	8.218696419299498	9.648125177804538	0.917551295802187	0.20845714678800847	16.882367673258475	0.407698372554295	28.346455613669864	43.91951885885007	6.511002234188222	11.91050533951175	9.676813724949282	38.38750044124935	8.192240862355542	2.5007459583126477	6.347356370238578	3.874615992965924	0.08406060947595949	3.967414086823709	5.123822244221637	6.26374121274116	4.572670584291374	93.45087806320957	5.131875966197122	2.723762315065703	8.294068446912648	8.233588377238872	9.28115847966393	24.298626099744936	16.63423041803507	2.119875579711165	6.619288856063019	0.3136042578713372	20.640990476225024	10.046152278184564	7.025028717760062	11.949756545380595	0.29789420184469395	12.668222045487973	34.38998817396641	8.789690471916057	4.902084212340401	11.88246540131978	3.233142934697213	34.25862674090156	4.607606095846591	8.999540002578431	2
13880000	-6262.667626759491	-6042.812933057538	-219.8546937019528	-6042.812933057538	3.6060581995058785	0.999308978551459	1.0	0.30071391361918903	0.9059543908778767	0.08858274862604221	0.31293839431262943	-99.49037399416162	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.177237269237611	20.428998184374116	2.5017044761429443	2.5903578270420606	3.9982164817657373	0.28919259935340935	0.6451131649076454	0.06287486219843655	0.12849783183843905	0.9872896791741227	4.318904761648607	0.43195097692524265	3.9262925075533586	6.199498331746247	8.008305265419285	3.608196882574126	2.934264141087799	2.5721484122859612	0.17851451276253458	3.9404116758656715	1.2504443051075316	8.838085364438006	0.916523613190933	2.9438480645326757	1.402287689485142	1.3387845085504655	1.966840188438753	1.1347698858375064	2.0403727208147653	7.112913867342287	11.016994399510773	0.5944076020824424	0.6681395710596372	2.0862586744889846	3.229820580197906	6.50559997719776	1.5546234620336419	2.214139225475373	0.2026697328933262	0.09388989908020236	0.9929092358495845	1.0154536603220516	2.0877810570783657	1.5450323944849607	3.74509967110923	0.4315980590166723	9.299772574536169	1.4301409455129241	1.4204127930008688	2
13890000	-6325.792314352653	-6057.981477338529	-267.81083701412473	-6057.981477338529	1.9754823779810071	0.8037256409573456	1.0	0.26855379972772064	0.9953776360008317	0.08697856367953431	0.29073759287449985	-87.7758527090674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.435403695061694	22.794620543290783	8.157636595764782	8.458140523176809	4.914618673362214	4.322017821451894	15.725054318369438	13.654391611631297	0.419576286822945	17.02639455257545	9.183455107731977	29.623884385880896	4.465385768231638	16.067245328996464	26.149040329598137	11.28188626005359	9.581077246682765	8.295694151704474	0.5828927643159321	12.866390629782794	0.7001137646536841	28.858471670537746	47.323867226541694	4.017027263019264	4.578806143215392	3.6453015964478515	6.422205660846099	15.243017992529879	6.662307041963617	17.634768745208827	35.97313305572164	13.637431070751425	0.5533800243679821	1.159518498177684	10.546140014623848	21.242346605661073	0.2995297432565048	0.1901477021819735	2.330257338937349	17.99345672149428	8.820287635390262	5.587301187167285	6.817106647601664	2.5947300139303278	0.8703630393383494	15.44403837002805	33.02639448590827	6.305608016874866	9.544232556577443	1
13900000	-6302.0493570895505	-6048.617650283155	-253.43170680639514	-6048.617650283155	1.9492711488875043	0.9921405015583491	1.0	0.26305992017637103	0.9759326046464503	0.0759413297127927	0.2819557361964947	-94.79270999865594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.809039935882405	14.379305346613172	5.502973381765843	0.26662306077471665	3.315300384315064	2.9155440730609805	0.9852196346148201	22.02012623231171	0.28303750858496707	8.783066841756797	6.194969390610955	19.98366136150835	9.118686814473497	10.838632283481832	3.6798379788043065	2.0706895223786885	6.4631970838846415	5.596104161320569	0.39320743560945115	8.679401726702963	12.649950551565258	19.467329731733955	2.8747041390797006	3.4618344441255355	3.088768178207621	2.1404062959957937	4.332287469413645	10.282625523453547	9.140152466915364	2.4360893516681434	17.810085841496925	0.3910715524834094	0.5034788193588181	2.0640744026513076	7.114208521004826	12.715412813864265	0.2833237784672436	0.12826971775803167	15.965979567025304	5.488339614274825	8.226233925966099	5.091635657655447	3.071302476874649	7.498769289385269	0.7862322175795406	10.418229723711647	22.27892449217552	4.253633103824059	10.758494823452295	1
13910000	-6268.615267493257	-6054.307975689064	-214.30729180419354	-6054.307975689064	3.967037614023881	0.9188138046914216	1.0	0.26825121540348207	1.0585863535562698	0.05440173065892692	0.2318607859645926	-94.40592547674572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5108622510628305	26.95666265946338	1.036025179347422	1.5724457033361805	1.3653874119311735	0.4927357919868171	0.4057570449588153	8.231631800624692	0.6777664387265853	1.0000316557721007	2.5513625441776244	2.80876771824605	0.561730784784623	5.31690155898304	2.290660422757139	0.854001784504859	1.4529661837425827	0.218057396283534	9.10545256326535	3.849223418663028	6.107677796480847	8.017507881149204	3.337082880203221	1.2619282001549663	1.7710450678400877	1.1135488772890567	2.4433030366100357	0.4365027228938492	1.3113088138691387	3.146372073962791	1.2361913579862565	4.694005156035845	1.140921324950998	1.2001466294308147	4.626437137587187	0.4430502006809594	0.5498854556760007	1.424822358699522	2.4978225236015033	2.2603411314363364	1.1371250104982633	2.0969608865589806	0.005485199328320773	4.4579475090650975	12.266927756151054	2.1892944939734935	9.1754470264287	9.650988541693819	8.84253292645442	1
13920000	-6272.123095153667	-6057.280035480336	-214.8430596733311	-6057.280035480336	2.5675598103570882	1.1244575099949152	1.0	0.2258202753762714	1.0764360279963645	0.05313650646614662	0.22889111543172008	-89.81896426846642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.195946456565287	28.159554644572065	6.419085264032528	2.314868078326113	0.7432482132609463	10.66474464994411	1.2968866397716274	1.6899440929602092	3.5582203375489008	0.04299259203992466	0.7044767775977212	0.13183725752492956	1.3443221918444221	4.388413383134926	1.5206472224563023	0.943861331746806	0.6612030943333755	0.24100177328405373	10.063544056297115	1.5250988882607714	6.750338235193714	0.6441766492547027	0.4767183576725726	3.735536341537259	0.22103550717899542	0.22588727938430148	4.682904392634467	1.1472100794214797	0.7298558058742929	3.477438794373602	1.3662655542567692	1.80705382879798	14.667186551417931	8.26890791921444	5.113238868063608	1.2588389821341162	1.8196089046270594	1.5747446356502361	2.7478842376286168	2.4981781411107167	1.3564980326369938	6.364126497815437	3.2257947544710657	4.927020468936267	1.5189720284537958	3.7005507075214847	7.752074162011359	10.666482275464698	9.772959559817828	1
13930000	-6248.737121728556	-6035.990742312521	-212.74637941603444	-6035.990742312521	4.538885770187728	1.0044950699472113	1.0	0.3075227117657212	0.8641804541886356	0.11111295707150885	0.3372987118524279	-102.0201508935383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5.291436616980495	13.410447296411252	1.607716707651901	1.8436285917597042	0.5465369753503555	7.8421679055122855	3.48155068434539	2.4933368086842735	2.6164865871414285	0.03161398950813574	0.5180269529926826	0.09694464740120877	3.074587988983863	0.8402147231862943	6.646131668516447	0.694054971406903	1.2712099069922536	9.196093579553171	9.111582242245357	1.1214597204925827	0.7490203023371432	2.7257228796591386	0.123573990182791	5.749241542580436	6.342689714017311	4.046974681297099	2.0798548739637517	2.4511508003573406	0.9290836965519333	1.0877848877110865	2.331068539359894	11.863199190147723	2.18695871475821	1.8951967063124913	1.236678759953062	1.8018797918561271	1.0090804484660902	1.157966012917021	2.020617490968914	2.493274769829551	2.796150493994122	2.090922008969306	2.3720421748133886	1.7250985368643454	0.37821127968334767	0.36563914643538603	7.518906856571282	3.221951942435	0.5238473724051883	1
13940000	-6301.039386000114	-6050.1937535420775	-250.84563245803616	-6050.1937535420775	3.7854820451990023	0.8885947571542009	1.0	0.1827174848968739	1.038107168237981	0.03500525443350146	0.1910384770218233	-98.45667695258666	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12.508500554689181	51.6675569258226	1.7109756028091678	4.358179249216187	13.274716073478972	13.128641849746336	8.230086046303919	10.576341836977404	7.866476683749505	0.7399407689282802	1.520998956560634	10.27330838477453	3.4068443750869637	1.4949396469298075	18.184972445628134	1.251949049630583	10.277984149809164	14.800429806031172	4.094512076095282	4.038508757552371	3.310376489836967	9.81302405074223	10.935713308288278	3.6365920113241303	11.140965091891173	3.5774197111383796	1.3290181755748625	4.218530946492465	2.196273861880668	2.562629339920618	7.28996116576716	0.19887640244195706	12.709100245188935	9.386705808852879	2.1966897992604326	0.5320298430243955	13.611854482120792	9.573430018544556	0.2888959368275014	5.342163793094888	5.0751753111932345	4.942759594827967	0.9751155242080135	2.718836402287805	1.2199628338451693	0.6061294549688486	4.331400645718688	2.916051336447635	6.59072316763995	2
13950000	-6251.5021240508995	-6050.850423725141	-200.65170032575855	-6050.850423725141	3.345559793597884	0.8909974977132927	1.0	0.20369342419439748	0.9773771743920575	0.040630646189852085	0.20146529352438536	-93.35169335624755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.788443298498702	22.645569685967654	0.6549873522686116	6.125041263640411	5.0817621939261155	2.3217406614420004	0.029536926887710348	3.2059709134611274	5.574091304964075	0.1127951937817486	1.4732941243030504	9.459264726253402	1.3041915812041565	1.5719602243127204	0.4644566572249115	0.47926504144559706	1.7257212696262776	5.137016328119256	2.037370392413903	5.456280330019349	1.1084773479579129	3.739730756876824	4.365746581173144	1.392142453035342	2.981069181505112	1.5098972687317602	1.9277062694185187	1.2228067476755846	3.69103138319119	1.5898654499290448	0.5412299987859558	0.07613289637227691	4.865235895617332	3.593373028914357	1.0878735777199864	0.5575342348142426	1.8651592908211512	2.7129839754608494	0.9914202230918527	1.025652890217768	1.9428539097341206	1.8816209039816105	1.4828353798266243	8.048647372369631	0.46702023400825937	0.2320355276780315	1.9741031648861416	1.1163085790371794	0.10472689071776319	2
13960000	-6266.048352041433	-6060.878656685863	-205.16969535557018	-6060.878656685863	2.424545898334768	1.021839197675905	1.0	0.24455105508366717	0.9542990548091586	0.054749567790421956	0.2397049450498642	-90.37442501874604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5025782800236165	24.299119228246177	2.9841517105754924	3.177974711452968	5.379901256970642	1.1740958162584645	5.441667252518623	10.517876646301497	0.2514415904315355	2.5841083504625395	2.0729124029186816	2.264812959356267	1.0583345035363145	2.7171371011909264	8.149290670594038	1.4855194113761876	1.18086240079502	0.8526325589734368	0.592293589707968	1.6541552629887168	1.055092846821061	5.5348341955866065	0.19178040143255198	0.5221204812822644	6.492671388080093	5.122396476002036	2.215198966999018	1.4794182062178909	1.3004245368367162	4.371167351766037	15.121371077399589	2.0086181530804574	0.5786048024058782	0.4383254459346136	0.7811105641299663	1.2645307563982053	3.7521417873912264	4.554756467623696	1.1392778500001859	0.4253784268538306	0.2655470460329618	1.4361988697140073	1.6511085574493582	9.249000030689682	0.3657176393389538	2.3864949138628284	8.77792777470425	0.26916135564449456	0.016708553160729698	1
13970000	-6285.523766675643	-6053.6723216508535	-231.85144502478946	-6053.6723216508535	3.5238221302729915	1.044707745262425	1.0	0.2678408086082037	1.0024423602959862	0.05082049095559859	0.23424212072944545	-92.91954063400122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10.842699596917608	20.114815469791072	0.8153980638653602	21.736312922658435	0.5171919997113426	1.5621134322947505	1.1854920005746272	7.462145800296976	1.6076031512816402	5.091924029807963	8.694260027056925	0.08436651788981181	2.0854229619152185	3.57532512650959	0.20834506521459192	2.9271806602763584	1.127185831470648	0.16216980807482903	1.1671004281207435	3.2594735941075825	4.2010329939527	0.3735748842267606	7.28473470056285	1.5268273787362725	0.8204283789456648	10.093560396447662	7.1325187834517605	1.2627055864850911	2.562455613320365	6.274384976599281	1.4727791491382078	17.718293362518725	0.4723648668313077	1.1970688206580016	1.5391597843481695	1.9702100948382664	1.6739966443499636	1.495643034446116	2.2449199005163747	2.199363271479728	5.819437543868271	2.829995706244594	1.493141056015821	18.224934530912222	0.2542626678141739	0.8227344222180989	17.29669785709058	1.2860823302152105	0.032923806514233336	2
13980000	-6281.350026982275	-6039.300976886115	-242.0490500961609	-6039.300976886115	2.3971640352375254	1.0049869438615733	1.0	0.32040511262144994	0.9671774741243104	0.076563556035231	0.2915919344643292	-94.87128945948649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6644703750012	40.8136338950433	0.8771972768197595	23.383713242427472	0.5563901042260359	0.7884256535910693	1.2753407209063268	0.21499296234592602	1.7294437759959802	3.4342984020956626	9.353200059788888	0.09076067632155735	4.550315254577322	1.1832918350991213	17.55799796199263	0.6982780347037961	1.2126155133955967	3.7066465124771453	1.91223772463395	0.8585994163114974	0.5026050073155098	3.241696669949712	15.583849893324002	1.642545988461488	1.0261191390959918	9.723481627912808	3.8174858205024815	1.3584063428346764	9.402959370054356	0.33559447377164686	1.5844014307032774	19.06116702536277	5.8807522119409095	12.17817513047485	1.6558130700242155	2.1195327859403665	1.8008692476754187	1.6089981753098834	2.415062913046864	11.66550211029758	6.260494097698559	3.0444817530732813	1.606306571340023	19.606206648259086	0.2735332958067325	0.5382098726946194	18.60761869643017	3.451619656260434	10.987063724400171	1
13990000	-6271.020154234075	-6056.759316666347	-214.26083756772704	-6056.759316666347	2.3473068634084617	0.9085319816071409	1.0	0.3494681397521482	0.9695126993724342	0.13253642489980225	0.3668533968774436	-86.88122081305593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.241665443464209	45.76037545051494	0.5445913104002296	23.617367427211807	9.052854509149789	0.48947912993868326	2.698112402403635	0.38997174200117884	1.0736924032046382	6.263790414097702	0.10535439788236142	1.3576409576026955	4.91103568973474	0.7346243178031799	5.3598774348888485	1.2545943950123386	0.7528293679227249	2.301201263116939	0.4260273455313822	0.022283634102983875	0.3120327967045337	1.336507469449565	9.790839945899378	0.945883360204264	0.389588543226063	6.036639352775419	1.7683702852797416	2.3823945453756337	5.837649181428317	0.20834747104661758	0.09555074357643223	11.833764424958293	0.013755624122535623	7.560589308522797	3.9262921783465425	1.315871774609587	7.560629260281106	2.8937411094109553	0.9326280986147093	2.059728580268528	1.0256258289059526	1.8901088172625966	0.6517867230021245	2.437273805200392	0.1288932346413537	3.449382378768464	11.552187537626034	0.4124935772595697	6.821110358224876	1
