#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Pro" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Pro" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Pro" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Pro">
#                            <taxonset id="TaxonSet.Pro" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Pro"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Pro" name="distribution">
#            <parameter id="gammaShape.s:Pro" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Pro" name="distribution">
#            <parameter id="ucldStdev.c:Pro" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Pro" id="treeLikelihood.Pro" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Pro">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Pro" shape="@gammaShape.s:Pro" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Pro" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Pro" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Pro" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Pro" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Pro">
#                <LogNormal S="@ucldStdev.c:Pro" id="LogNormalDistributionModel.c:Pro" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="104" id="rateCategories.c:Pro" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Pro" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Pro	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	sum(indicators.alltrees)
11520000	-6797.812492461671	-6515.747116249606	-282.0653762120653	-6515.747116249606	1.365850438474053	0.8695926503390208	1.0	0.39197201761911116	1.0055173699033706	0.1360790776043756	0.36416570011402977	-98.72207370135246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.47016557313619	32.70162080014547	11.81941480557238	0.2800138771033713	3.9861045541202444	4.254578021667059	0.7052670054027862	3.704601122215588	1.113189100167579	3.6007662078175606	19.707276885145603	12.23975631705711	1.8856314543564061	1.612494718159783	11.59354144303179	56.463964907988455	4.409458505867416	10.83394169386967	3.0157186060894663	30.014627288532644	4.458606424979663	21.815608700009808	2.0241166158164776	17.974284075287702	17.615520234383627	5.904501995091288	0.5934136987745768	1.8621229296740962	4.5845081654942	16.565875127876332	18.029360619715444	4.9699280832364945	20.227303872796586	0.8825713057992934	6.070433625605745	2.3041188594611075	1.5883526729059023	3.2476756912476104	3.300782641501789	4.05504110409308	3.7115472973524533	2.2445488476003375	4.3109128234154275	3.718651448682288	14.454336452778996	2.6613614939080468	1.6271214455759966	9.78042733321476	3.7351005702073574	6.452683548635441	2.1342983345003903	13.540498136997114	0.22087392385647392	1.6244115362377016	2
11530000	-6839.379148456814	-6521.765928460684	-317.61321999612943	-6521.765928460684	1.4634163675889282	1.0679363525251442	1.0	0.42235671884055387	0.9669920977631405	0.182673102555322	0.42424104665456924	-94.5951538821664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.75570056748325	45.09720625311112	10.926444685297687	0.6532371821085367	9.299080936486074	9.925395793540268	1.2309638859205883	21.487166287858205	2.596930260991882	8.400135005302085	0.39570621895474345	0.8254690537308208	4.398941189919228	3.7617475132017786	27.04627506767751	131.7233335316209	7.2057763055194535	4.039036089074047	11.981561891872877	1.2245397016396924	10.401368415428669	3.221161592933419	4.722009666281302	41.93174567353583	12.42239937277347	5.306188918183707	6.331363700829017	1.482720485378934	10.695081352255428	38.64610461324004	42.06023232946316	11.59421757935583	47.18775769331198	9.196652468796069	14.161558694120385	5.375219708992726	1.7016618946263262	7.576419207858755	7.700311048124982	9.459901243373633	8.65857336381234	18.691779383748383	10.05681780565419	0.6579076464785154	33.72015027018234	6.208621875589638	17.240541675075516	30.583493256660756	24.502834671197743	15.618522711823546	4.979049767927349	5.836134115289885	1.551265538399709	43.101031017668554	1
11540000	-6767.698298538856	-6522.2562715602335	-245.44202697862278	-6522.2562715602335	1.0636701324228328	0.9366461324821685	1.0	0.42692185231198965	0.9577096623929838	0.19789328503769615	0.4527196460301248	-90.72919705888906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.06282150466147	29.98236794463324	2.9658993846482096	0.1773162096406344	2.5241640095820923	0.6350012578158518	14.253985794739048	9.988990186690536	0.704916748758546	6.929984990702028	5.805800135051207	0.22406722671654467	6.341587681669685	10.706859050598215	7.341503379245406	0.3444684767712	1.9559525651751866	11.384668739235082	1.079469840607618	0.7290029611658434	0.1444156741875366	0.41070395579510166	1.2817532113049874	11.382049904824726	3.3719647805602166	1.440324176851809	1.718599987930217	0.6870537875245964	2.9030975870952016	10.490187905832634	11.416926619504217	3.147161201516853	0.5729569673524434	2.496360589710208	3.84404620407474	1.4590620541649784	3.627729600939994	2.10401845314744	2.0901902180463465	2.4407752421167213	2.3503031545308866	5.073739772538744	2.7298458556646494	0.1785839712776452	17.548193974939743	1.685282663362793	4.679812456645884	8.301654055172799	2.6916482572906286	4.239527882518129	1.3515247702392235	0.19311213012557665	1.962886978227472	11.69944341959791	1
11550000	-6755.877239628315	-6500.792330359981	-255.08490926833363	-6500.792330359981	1.2997039354171827	0.7132966308783004	1.0	0.3923380571957039	0.9880844037357287	0.13717630542795975	0.37549589201095857	-95.90521138005295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11.494736481064892	34.750335169864684	2.876276749229475	9.417340358034101	5.567349845463545	0.6597929940985096	1.2513340088260378	21.495087151182958	0.7324381275296071	15.950539483335593	1.7828384993572601	4.835222929959928	6.589176119459676	11.124876531242313	9.929361821538166	19.05758130280328	1.2762710031911149	11.829149284075806	1.0992703719747556	2.2802909232206376	0.15005395484520717	0.4267386707456493	1.6936102381153102	11.826428205061566	3.772341921553091	11.99941055768087	1.7856976151423194	0.613636692457739	6.688826856141706	0.03138583289696045	0.8103574427123399	3.2700327542683967	0.5953263687687037	2.7407180291432813	3.9941255599449432	1.4079930516905712	3.769363518139849	2.1861635985030476	2.4106175390897824	2.536068055135599	2.44206375385922	3.0521606558168384	0.9671909344075743	4.709657853697477	2.0281977946399814	1.7510795146879932	4.862521821154111	8.62576745733142	4.3266795347263045	4.405047644774795	1.4042910368738744	8.425627129139375	2.03952206472204	0.5812905601710758	2
11560000	-6856.5477464215355	-6512.908409722349	-343.639336699187	-6512.908409722349	1.985599295570475	0.8479660209953243	1.0	0.5865432857368843	0.8727479158508419	0.22216937535670991	0.5135323990738065	-106.9816106313685	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.347231486641824	51.32950916999787	11.597261454038511	37.97108826994755	22.44777446441417	2.6603114113247766	13.993768434591606	86.6690403614301	2.9532194585040488	64.31320517775701	7.188475244223527	12.149759468117256	37.06740573724047	44.85594156100474	26.407246818345286	76.84092050927062	1.357870123118228	47.69559711631719	4.432301556477341	9.194223064572965	14.330479731285296	1.7206271748752726	9.551876102083542	22.835198641437202	15.210231619749758	48.38209729611539	35.26541718523523	2.474207380124411	26.969614065214863	12.840081982501616	10.102973100486151	33.01137387595432	2.400379431827467	54.77094376489291	6.0698560561129495	5.677083594372287	15.198222579552843	8.553089475845713	8.792012114875401	8.266765671670361	2.0851483317623924	12.30643231209233	18.812105895083516	18.98952647829433	8.1777736134902	12.831208495369562	19.60588003257981	34.77943507042842	55.74688307915256	17.761326085063043	21.946339825606774	33.97246136243523	8.223433517723326	2.3437864972049067	2
11570000	-6897.532226662676	-6510.26143058058	-387.27079608209647	-6510.26143058058	1.6021006565934468	0.8293067225721865	1.0	0.5540112896706423	0.9270120178407545	0.3223017514554352	0.5927857076892757	-95.05142461338373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.53920548255775	68.18305987651456	32.91446993716109	107.76666959657634	63.70957494519888	7.550294551740396	39.71605471458659	245.97751242949775	24.465161268943454	1.7347016152110997	19.388771209875948	121.72792116044799	105.20190621054721	127.30673925598317	74.94704978156233	218.08408632241697	1.2939971354074558	135.36603478688426	24.408790412243643	26.09434820916774	40.67168323916964	4.8833538542647155	27.10941199795357	64.80913292947741	43.16852848145229	137.31440765226918	100.08763865202538	7.022108172188196	76.54311794938718	36.441749121432686	28.673493799357285	93.6903834867079	6.812575275618399	155.44674827967563	17.227006175001193	215.99912986128186	43.13444533224487	24.274731369838943	24.95282352554449	23.462108813887042	5.91791021977997	34.92718500616515	53.391095509258946	53.89463718377144	23.209538288058535	36.416565061678305	55.64392520436081	98.7083609862419	158.21658539570478	50.40885176106343	64.57184901777659	96.41806926891825	23.339126773337696	6.651957490749767	1
11580000	-6897.620617090215	-6499.895269103985	-397.7253479862303	-6499.895269103985	1.3128975891144758	0.8293067225721865	1.0	0.4566566974395575	0.9733022581682853	0.22437680086067943	0.4741915262003242	-84.85350110536024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194.42951652024078	63.0022040039582	66.5229590948248	159.29107515733978	94.16980898480188	13.859919892253064	58.704728281732336	363.5820107098067	18.02076221451979	2.5640811430710535	28.65875157469776	179.92735147984632	155.50007076967395	188.17346260002583	110.78004158676353	322.3524371222428	0.9910812962163755	200.08599413629545	51.94956088102067	38.57033716759107	60.11725309763038	7.218137933848505	40.07071388772413	95.79507748543611	63.80786694543302	202.96590505584382	147.94061680223754	10.379453729119751	113.13920713793983	53.86494191476314	42.382600046146734	138.48476503328175	10.069740897681422	229.76751305274212	25.463423390837086	319.27064051858326	63.7574882754572	35.88074191707315	36.883037236604196	34.67959576382137	8.747326841612898	51.62624838160644	78.91795338331832	79.66224375639824	34.30626854898874	53.82771708476592	82.24788522237884	145.90189162732375	233.8616391297069	74.50986677537503	95.44434557960786	142.51658676968876	34.497814684963835	9.832330019745857	1
11590000	-6952.40948326866	-6504.431059727746	-447.9784235409135	-6504.431059727746	1.4855600864399632	0.8631990499329771	1.0	0.4524959058402015	0.9343401252018588	0.23926125670000015	0.5051189822308798	-92.75706829734587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429.1338667323647	108.06856263186937	146.8257246829559	351.5782800967297	207.84629300299287	30.59083374999904	129.56976643199135	802.4777149203301	39.77441033124371	5.659295333520386	63.25398066652079	397.12550570181315	343.21098895290254	415.32585724226	96.02362408660149	711.4781246625616	0.9787137824601899	441.6185252086404	114.66014180825253	85.13027356202015	132.68741156607595	15.931467081735535	88.44182046595373	211.4334940033249	140.83312637043628	447.9749022180019	326.52618836557207	22.908945066903595	249.714479092909	118.88766283482562	93.5444852483642	305.65576547153756	22.225364367272924	507.1299002872209	56.201432454910716	704.6761569537485	140.72193341046562	79.1939505671542	81.40616028600793	76.54284849952151	19.306606621749037	113.94654468822843	174.18325723431155	175.82601298193578	75.7188617195056	118.8055022888289	181.53289504458954	322.02642910487214	516.166224533364	164.45397700560224	210.65937831539728	314.5545750899828	76.14163155126663	21.701364462956914	1
11600000	-6891.928660107144	-6504.617773714239	-387.31088639290556	-6504.617773714239	1.179530010281663	0.8698193902420068	1.0	0.4159539891724815	0.9905459034358197	0.24406833885273632	0.49884467533443194	-95.13866763065887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.532985869295	80.62579985748124	45.345411311457354	108.58084816939181	64.19090160211184	13.735250180838175	40.01611001801609	247.83587569491428	12.283862381986875	1.747807308192247	19.535253625370416	122.64757716812846	105.99670796304288	128.26854330602265	29.655775506818664	219.73171439536782	1.102342201217106	136.3887269181625	35.41144647882533	26.291491345009522	40.97895832837516	22.203639576230504	27.31422395375572	65.29876676108293	43.494667268529454	138.35181976556765	100.84380204743543	7.075160289611804	77.12140218851403	36.71706700405501	28.89012241325607	94.39821553718603	6.864044369317455	156.62115045928212	17.357156427894353	217.63100606139295	43.46032662069208	24.458127277090806	25.141342427741254	23.63936534729243	5.962620107492258	35.19106033744556	53.794465921516434	54.301811859846666	23.384886647897584	36.69169267840574	56.064315773897164	99.45410392117323	159.41191373029505	50.789691283503295	65.05969016638176	97.14650902051183	23.515454175847296	6.702213115021376	1
11610000	-6829.818036688569	-6505.775322942481	-324.04271374608834	-6505.775322942481	1.3036762460358597	0.7385464686160391	1.0	0.4560074603355352	1.0648137545808996	0.33363822250191283	0.540185860902225	-85.21259888025827	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.93804659337022	77.8541387818176	36.34646285393709	23.902112127689595	23.21826835552641	4.968129698594255	14.474088348246532	89.64385491388848	4.4431532523908945	0.6321933187182834	7.066028825683271	44.362429702203386	38.339701559937694	22.376024397364123	10.726687689738103	79.47839621688209	0.896143727073916	49.332693313507285	12.808551471968693	9.509804135471878	14.822356870694678	8.031201451972535	9.879733199765235	23.618990419257052	15.732305225041792	50.04275681783991	36.475861835408594	2.55913168630687	27.89531486980222	13.280802943262406	10.449745965134085	27.138736082953347	2.482769679088127	56.65089305109956	6.278196843685442	78.71855629225772	15.719883988432077	8.846664377968976	9.093787760199858	18.568077339583706	2.156718636169744	3.6732457872012683	19.45780966826142	19.641320007752437	8.458466232800037	13.35562907027101	20.278829184796674	35.97319894669064	57.660330353363456	18.37096305679438	23.53251485348756	35.13852679967039	8.505693360427015	2.42423425745083	2
11620000	-6781.822212007468	-6496.814567478109	-285.00764452935925	-6496.814567478109	1.0922385916477106	0.7385464686160391	1.0	0.43986554573032294	1.051048570748155	0.3399255081957785	0.5443009638608575	-76.25083022399497	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.592766176101694	57.87600823749878	21.638479367770866	18.566920920807636	12.879915333844375	2.7559802869717918	8.029239287159232	9.978783289800463	1.6833509228789303	9.406463310451159	11.241293780915536	24.609257237394345	9.418621147820982	12.412695698621654	4.763143757414537	44.08920589891981	1.2853935768578262	27.366421273929586	7.1053127641570075	8.292003510403578	8.222434964540893	4.455164060752757	5.48060368609098	13.102208666586625	8.727212391638393	27.760316187943726	20.234326047715122	2.1768479725806213	15.474422477698013	7.367285744803458	5.796807980258929	15.054724050201953	1.3772716711872994	2.6181225952090665	3.48271639200994	43.66769841409885	8.720321934803932	4.9075274017175525	5.044614638001019	64.04687625678211	1.196400739600325	2.037666806805249	47.664252747007	10.895667793613942	2.0708105159119423	7.408794188321851	11.249314504003696	19.955482882108768	31.986027627079693	10.190960202093407	13.054237907161227	19.492463572463297	4.718379883479403	1.3448002024638437	2
11630000	-6772.707884102302	-6504.947586327904	-267.76029777439845	-6504.947586327904	0.9900091337667692	0.7385464686160391	1.0	0.43378303542238295	1.050179495172571	0.3047320882717315	0.504577793153537	-80.61791975369114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.136057945882722	64.20479795379552	14.757273202640878	11.29504020185544	13.375242768093672	1.8795569385763697	5.4758782147357845	21.216132273306236	1.0693377607936336	6.415134196060919	7.666474185020699	16.78332040777354	6.423425745784461	1.432274395159387	3.2484266817895566	0.36358305095863325	0.9922683457989577	18.66368465426719	4.84576757306945	5.655081353939368	10.993893816138097	3.0383869443728075	3.7377287255919196	8.935603540552606	7.709854066389234	18.932317896023307	19.559494758199065	1.4845932427134547	0.1598823431440141	1.5332680258470957	3.9533775739964327	10.267203717193807	0.9392884768160369	1.7855390741113595	2.3751852618976814	29.78102780120497	0.8682023062956103	3.346895194699298	3.440387614570692	43.67946724134498	0.8159359201747105	0.5414261767013188	32.50664650839416	15.965572395565614	1.4122765289935622	0.21359297826771456	7.671944255254515	13.609482800372948	21.814219952215645	6.950154922786771	8.902887858893706	13.29370726298867	3.2178980708811	0.9171431898437579	1
11640000	-6757.486593391292	-6509.657272677173	-247.82932071411992	-6509.657272677173	0.9898131594210438	0.7341855072013153	1.0	0.3408536595222743	1.02181356551278	0.15708599478454002	0.389875420248803	-92.01319429678644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.900841993054607	36.9467562364566	7.24259689823417	2.1774549544524895	10.433893151698097	12.824620570806461	7.585643390282868	1.0632728411756867	0.5248112061856175	11.439510594778788	1.9602663727248062	4.97016250323859	11.212307167525239	14.741140266562606	17.6812575885945	0.17843984054264692	1.3553465696277525	1.7134009853976009	2.3782131503803803	2.7754093937878492	5.395599861770435	1.491184147421738	1.8344081662436353	2.952622289796571	3.7838538583859838	0.33622620814420834	9.59943846817237	0.728610920674133	1.5992554918788864	0.8017310724797603	10.648321471641692	1.1807979399517892	1.5624536097658162	3.2136850950915985	1.1656970210101687	5.614107609923996	0.8577260201336293	3.6916000317290205	6.810031987011628	21.437075102876978	5.831595697955313	2.8278159932935285	15.953661217816219	4.586791466956963	1.5372622397910405	0.5210710419603964	3.765248423847589	15.767718731024022	0.470163455239903	5.953969527913854	0.6840424943051883	1.326814696344479	1.5792848900314786	22.106781721494656	1
11650000	-6854.036625216276	-6521.786154621913	-332.250470594363	-6521.786154621913	1.171142329411636	0.8517775960978358	1.0	0.3106960481620876	1.028721959171259	0.12123069327727835	0.35006368199206706	-84.72866566859912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.55913876688404	38.88303293160133	22.25324360725572	13.175394290158591	11.317354005728836	14.74460541108106	33.42003580906023	16.989869398908528	110.69695352600718	61.12379842568299	10.474130482624277	35.22049468695123	9.445723530690664	78.76512537427443	94.47481304410883	0.9534429601750527	11.880888449134998	72.21114628690253	4.3302496958098695	33.07491507885463	30.774284138788435	21.71242367530505	6.198199332462385	15.776504438142366	20.217955881590775	0.7887396233169338	51.29189199720845	10.26450434193548	8.54517066153055	92.05747788301888	32.35100612718299	25.16097388455205	57.78263592992261	108.84986146267477	6.228573254712964	5.46164987481516	14.556441869494236	19.72502357842459	19.719177273140453	114.54296462844599	31.159486849427907	15.109637193560257	16.596421926122677	25.82030989418999	31.635488003768835	2.978819704219211	20.118542989673344	84.25035785952838	3.8154134441520804	31.813356895090404	23.60612799461454	1.7237801968854183	8.438463383133723	118.12135305875324	1
11660000	-6766.100635579935	-6508.173366432885	-257.9272691470506	-6508.173366432885	1.11012239074965	0.8599963631144849	1.0	0.41364436301902746	1.0855351640360984	0.1989027203446911	0.4059358385031078	-86.90860956631494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11.16726404380468	32.69794908543541	5.2252385900304	3.0936873697529603	2.6574047330559964	3.4621506216573046	1.8723857851526113	3.955146688767551	25.99252511549821	14.352354018134298	2.459409143257538	20.472617648930132	2.2179310115146693	18.49467789585736	22.1834375076462	0.22387599025227586	2.9450576189406235	1.4258338959444747	1.3506243786703425	5.4482083159278645	1.9906225389002394	8.055461812706728	1.1405063687969623	1.6256150180898266	4.322389256871792	0.7512105042150897	0.6555999274530196	0.6002080652429359	2.006474035293739	21.6158279855608	0.02972557996350301	1.5658962137803638	13.567822490212807	7.3624538761374785	15.237156500433755	1.2824388298078864	3.417968325535056	4.6315924190771955	22.309975622974807	26.89559911157834	7.3164953390475125	3.547862987461629	3.8969718678012164	0.877831482298845	7.428264195959243	0.3456028733415239	37.25989541690414	4.11406339330703	0.5784007954388023	3.5718558040304154	5.542906604340547	0.3171836279421648	1.9814183176304316	27.73583317570654	2
11670000	-6815.933359942578	-6507.191146934285	-308.7422130082928	-6507.191146934285	1.4511013016757532	0.7381322797980036	1.0	0.4756872667551485	1.0799845176283323	0.26996320770497295	0.4862865466579068	-87.45573536228152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.601515029883704	45.40052072122366	12.914936094617055	14.59160859851391	6.568161762112266	21.749413828183442	4.627873415360093	5.713016990971139	64.24430100567622	35.47392750738421	6.078786904829776	18.190621091210236	5.481938629679812	45.71228260681868	54.82958774682768	0.5533420259017173	7.2791376485952854	19.137749263706084	0.8723186368233243	13.466038156539039	4.920112725082552	19.910243854172066	2.818927138871725	6.894148863999611	20.185436652991303	1.8567258678012828	1.0430877741932683	1.4835014081225257	4.959292000707718	46.342820486563404	0.07347108825548136	57.947529474663064	4.408166361827853	15.697800634597627	34.311049887261895	3.1697338306858005	8.448005146010695	72.79317146185066	55.14234507739631	6.4864669769319505	21.898080766684267	5.688351190922827	14.844464296668084	7.97200063820614	18.360033849514128	48.92390290486494	92.09324319076349	10.168505207616674	5.459618789685914	8.828360399897342	41.76503795551528	0.783965404555435	20.511462272075004	39.56407258813104	1
