#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Leu" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Leu" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Leu" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Leu">
#                            <taxonset id="TaxonSet.Leu" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Leu"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Leu" name="distribution">
#            <parameter id="gammaShape.s:Leu" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Leu" name="distribution">
#            <parameter id="ucldStdev.c:Leu" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Leu" id="treeLikelihood.Leu" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Leu">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Leu" shape="@gammaShape.s:Leu" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Leu" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Leu" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Leu" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Leu" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Leu">
#                <LogNormal S="@ucldStdev.c:Leu" id="LogNormalDistributionModel.c:Leu" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="100" id="rateCategories.c:Leu" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Leu" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Leu	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	sum(indicators.alltrees)
13570000	-5582.194236160443	-5321.290529773573	-260.9037063868697	-5321.290529773573	3.2681500247811512	0.8376550640569349	1.0	0.4176533877404075	0.8331573863154178	0.17573129838873922	0.42294623202349707	-101.15808046216526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.456181893665574	30.21799516796428	0.61152229449598	0.6950435061461667	4.96916637009654	1.9003518957270924	1.372242939588796	6.995036187820236	13.468640659026034	0.04980937878634747	9.717988778231737	6.667158546580773	12.108436658300363	12.942272288324844	0.3094071056981146	1.1903657809637556	1.734247504784971	9.460312822296498	9.578406064296514	18.82709999997885	3.5225867166681515	3.9379746202523056	1.4298853341381612	2.7024443987069624	3.110705362898695	7.381300233898012	16.51736871913903	5.197701479859752	22.504497396226874	11.68617061520003	9.227467125980565	8.455266791314221	0.22087424411245205	2.7693124013819	7.899584608519863	0.7333878288160444	3.1820466228235746	2.3049938932900287	9.375286005378067	2.0701761835214736	0.004444284106785178	7.427949108949955	17.850178541317078	2.5890065200902552	8.60271064889638	0.8057224192613487	12.758902099395845	4.889247255596426	3.83681900377421	23.80136312651369	6.727496989897593	10.921578978598854	1
13580000	-5586.529217754516	-5310.152050587874	-276.37716716664136	-5310.152050587874	1.412549595132856	0.963323207710871	1.0	0.43832313728316463	1.02030625413811	0.18778405550668803	0.418266075862563	-98.93475121307604	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0681740118628	21.592479361346527	0.9397356262564348	18.138257731092786	8.839709708452643	2.920299709286301	2.447129081610097	10.74937867648076	13.864591648483596	0.07654283120750544	0.6656329924932651	10.245524110099653	18.607219080136186	19.888586995956526	5.592342293702365	1.8292532303669888	2.257227420580179	14.537806838211726	9.583739645196614	2.2985565308824625	2.9562865717941307	10.809932762367103	1.8420892022901736	4.152887478182979	4.780268321553518	6.8753256942320595	1.7064957347661764	7.987387049062215	34.58300399605233	17.95831641864488	13.713698751028021	1.8084096957450893	0.3394208158608617	4.255644556601589	12.139412015013471	0.9722404462879891	4.889899522536445	3.542119231504817	14.407144833302663	10.215998882690604	0.0068295990938376855	11.414642557640876	27.430641304973804	8.860112801064274	13.219916513111984	11.50849589563004	19.606799233055785	3.389458768070793	5.89609821554601	1.6479498280389622	1.1502423849150807	16.78335680242345	3
13590000	-5550.9874418853	-5302.702274985847	-248.28516689945275	-5302.702274985847	2.1962409701371213	0.8731704787547219	1.0	0.423604169206946	0.8943355299744996	0.19239174123010744	0.4545711498398405	-106.43118811843806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.39190502238714	23.94136630843683	0.49079454304361525	9.473045041616611	5.275634262420631	1.5251812545185577	1.2780590261987474	2.567309444229062	0.06182098247333725	0.03997592813992245	0.3476393054149672	5.350916984907983	9.717968895281466	10.387187304315352	3.02052870543755	0.9553617828510798	1.1788793246483358	7.592642084284936	5.005287645154915	1.2004642270809631	1.5439760679177947	9.279180406586397	0.8648583703217028	1.6434205192079678	0.23627225027295695	3.5907676990165025	0.3086741968144715	4.634749629152908	18.061621980782924	9.3790673187869	0.7984070401179135	0.9444758562517854	8.199575772597736	2.222590127644451	8.124543132105499	0.6682990885142488	2.5538416706121283	1.8499381539441828	7.5244014033947515	5.335496881541035	0.0035668861249668984	5.961511005388682	3.6359279855386757	4.6273599638188125	5.97184023325932	6.010527670123424	10.240018363962328	4.2106752423917575	13.31262951546746	0.8606726830536066	0.13543805063026731	7.9530454277379174	1
13600000	-5513.449232206958	-5311.446337713003	-202.00289449395487	-5311.446337713003	1.8258135531651696	0.901077658074863	1.0	0.34517107530492463	0.9368278561200353	0.1378256010722938	0.3851309848823948	-105.68812443318153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4009643880673996	11.564601857898248	0.10680297794119804	1.2140619547550475	0.3309478747861208	0.6181060341040502	1.2513121235375804	0.30802892415612937	1.9844195701198748	1.03944796437691	0.14088683016010498	0.027386741425395714	0.44482611136852424	0.5137112409300321	1.317170804341502	0.38717685585446004	4.679687401575076	1.6399038925260705	4.880136162728369	0.3047652700465861	1.1440989173167377	4.606153424947807	1.038567518005937	0.09138439346231826	0.39626039090654147	0.6320040793690148	8.898603504225239	3.4178996123989442	7.31978412333184	2.306687296502593	1.1978846003027301	1.7497728344214278	0.9697838739781728	0.9007430199965195	3.2926113662983796	0.27083974312763737	1.034988426506731	0.4093642847502704	1.9081569837274361	1.1714160660378738	3.16291968418757	1.0450426232492738	1.437962752136438	3.489601170898554	2.8258683468028734	0.5747810238108185	1.5564352847081888	2.741315640106763	1.97215368390604	1.7333074519305416	1.4150994568227182	2.014402842923213	2
13610000	-5632.217519969336	-5300.276193562693	-331.9413264066425	-5300.276193562693	2.106839287764899	0.901077658074863	1.0	0.5853679632799952	0.9367971013162207	0.3228132236281561	0.5801950083418924	-101.35314982567729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.768192577430355	37.24748460469122	65.25014319448037	13.475275868155842	9.045690719783304	34.83257173549055	11.414905681182352	6.177909022396146	0.6964962507057281	10.23589550545919	1.8545471297379272	0.3605021324251828	5.855415918815828	6.76217717651992	35.30783456543729	5.096556760556401	61.600511763940204	21.58668097986267	64.239095329444	1.6500068775292385	15.060210814842037	60.63255595758607	18.02241413654515	28.933916862863043	155.6113798794091	8.3193109678492	117.13571501809481	44.99111740042372	96.35311278420919	30.36380547472343	28.237401108353403	10.096075704307077	1.9445782653396793	4.078926843490106	43.34190038750883	3.5651669333855893	4.463401627058418	0.5693370427730396	14.372251214557922	15.419796871933642	3.234207618205881	18.508242258340978	4.092815235162496	15.042563145249781	23.504339665061742	7.566062042313082	8.953979624114709	36.08498428340182	25.96021182202529	9.359404761249825	25.562907324007973	56.84619137928194	1
13620000	-5634.667394259161	-5305.636906906791	-329.03048735236877	-5305.636906906791	2.270678748481836	0.8219813220451128	1.0	0.4935855560663538	0.8749985609579851	0.21723252833941908	0.4916872599516264	-103.89633670969395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.7601827751673	14.057572908081509	62.32344636822435	12.87086267938	8.639959896450444	33.270209230863586	10.902907291699055	6.077150833187628	0.665255961157795	15.507856130384786	1.7713642134557546	0.3443323526335491	5.5927800632142555	6.458869911398449	33.72415486290168	4.867958388726069	58.83751365468055	20.618442940524393	61.35774753129622	0.861532868578918	14.384707757888233	57.91297404709193	17.214045914307132	27.636129631939987	148.63166597648373	7.946160813470675	27.99117588134044	42.97310864122347	92.03133913621983	29.001882745281115	26.970855041791996	9.643231445661286	29.571248018321302	3.8959727277911997	4.369662273168418	3.40525674410197	4.263202474433066	0.4933809961976548	13.727605548564053	14.728165124366557	3.0891421101740626	17.678082947952728	2.860284864016472	14.3678516479165	22.450087935744477	3.6973195775964314	8.552362363748685	34.466446701607424	24.795805648662558	8.939602767425043	24.416321645076003	54.29644114503938	1
13630000	-5642.133988030034	-5299.552814994362	-342.581173035672	-5299.552814994362	1.4403712432022207	0.9761575219921569	1.0	0.44313241580409823	0.9610516218357681	0.21242746138350324	0.47574499500470757	-101.534150405192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.13433175475796	33.424825381299705	89.10397475166046	18.401502003590807	12.352570554589708	47.56649473095869	15.587911655260502	8.688516536827235	0.9511179791979238	22.171617611292845	2.532523493954741	8.840629203418354	12.956871185278125	9.23426118172649	48.2155018461424	9.167633545151727	84.12012872590599	29.478235339176088	87.72331290130387	1.2317355256002132	20.565849797458906	82.79831232049153	24.61096107330122	39.511438157782905	1.2932197945093733	11.360644408411856	40.019048597926634	61.438752355649434	131.5774174346076	44.08902787626829	38.5602935446748	13.78695019819556	42.27808136975883	7.180607007894393	6.24731621164317	4.868503406513849	6.095110392302958	0.7942058749712886	4.533421323053939	21.05689158500931	4.416553586638296	73.87833323585511	4.089355854939081	20.541750578226722	14.752570137871057	5.286066311938431	12.227332160421811	49.27675819682008	35.45062041998971	12.780970657050155	34.908071266426305	77.62774690456271	1
13640000	-5566.674135250158	-5299.969549438185	-266.70458581197266	-5299.969549438185	1.7037241741523534	0.9761575219921569	1.0	0.4586536471914659	0.9026616404213599	0.2191998759108545	0.49692382220194264	-107.48556094850481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.582232811700845	19.167028942597508	16.88123433100788	2.28001778598949	1.51010129476624	9.01173203660033	2.9532149392538494	18.824294917857717	0.18019449219885245	0.2920517301528304	0.4798003980112696	1.6749054532348546	2.4547499624452813	1.7494811799015695	9.134689976742091	1.7368582105101986	0.44665079066825414	2.457477926553084	3.246384588424254	6.769922395492406	6.190720563918008	12.60998424469475	4.662680897767343	1.6254293199026204	5.208146793021318	2.1523360876343074	2.3962814896285956	15.475304897171734	24.928059860102493	8.352906961557895	7.305458067547942	1.0868326183559855	8.009813262062341	1.3604051881746584	1.1835881530827843	2.5327182786279954	1.154751929895364	11.121071938368553	8.278747650991814	6.7604689901991115	15.40059347955652	13.996653446882483	4.3753364737793445	3.891746760418226	11.813871365631027	0.9010735348594886	8.186848648171065	9.335750784534238	6.716313522010496	2.165261862665794	2.795854462997084	22.53891961344469	1
13650000	-5557.909261332662	-5316.728948139677	-241.18031319298493	-5316.728948139677	1.6860272958625078	0.9761575219921569	1.0	0.2255316841580131	1.003855465815286	0.043480805805912626	0.21029814855125667	-104.58572042466241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.416047279053066	12.12266706010851	15.663819436064701	1.6567390585159198	1.0972913512904605	1.9535434086424284	2.145907180250885	13.678377787699134	0.13093549321840992	1.3881969219041246	0.34863941174554436	1.2170437006004498	7.8981944823183285	8.741881941925806	6.637578778945655	3.8580721980350106	0.32455177102751115	1.7856876781311117	2.35893429413422	4.919257614855129	7.659683039345408	5.34470052397293	4.586961819042304	6.8327813764466745	0.6113331997225587	1.8604651529164067	1.7412202498865519	1.252529024272042	1.017930423515503	3.4147191391655367	1.3059308491989023	4.7516389781233475	1.6652159126534374	0.9885170302206777	1.5236289248825212	1.8403598964028183	0.8390823251073994	2.0454297760920537	2.5584703143815926	4.912388446604938	2.722760224994013	0.644857812255167	3.1792694227223746	2.827876564585445	11.481135707693017	0.49044737787481435	5.948844787496666	5.901618164947865	12.12569319687901	1.5733534719934372	0.0766283334862772	0.6374190904011797	2
13660000	-5500.286444066129	-5307.29383036219	-192.99261370393793	-5307.29383036219	1.9155091338536132	1.0519240884516767	1.0	0.299118379454125	0.917327301638522	0.0890131073734322	0.3072406109565796	-104.74134644859144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1781170114529025	19.623775508073376	1.2453394446512673	0.7667901351465927	1.1448033628495198	0.32954528479238004	0.8103500239986321	0.06481667595494224	3.598144426756338	4.326606622177197	1.1461337510726521	1.2561496834298127	5.392037963257884	1.7986265294047594	0.24010526513367442	0.17538169897468087	0.12255913855984847	1.2869913736805962	1.6391759350413078	0.049829510608313775	0.012230902554225898	2.8066776360663663	2.177106540330438	0.8431237644479441	0.40357438859701905	0.5833026717329742	0.6575297777406689	0.08957302661836926	1.0127534082834386	0.6014562220281193	0.18266685253569173	1.0632461608087989	2.0949307217795816	1.9746839040141746	1.427639682254676	2.2616398886744884	0.38155900999023257	0.6773757073602018	1.4779258723740132	1.8550448650493387	1.3505275242455959	0.31090108932571237	0.9526610835718768	0.6420403970273223	1.1015386489065795	0.6753986328926451	1.9008609262157299	4.40585364836959	1.5761183004961359	0.4462077531073932	0.3415937068589296	0.7101870328279782	1
13670000	-5591.684426928397	-5314.81180892665	-276.87261800174787	-5314.81180892665	1.9809431675360167	1.0370458704039407	1.0	0.42013627009017235	0.9345138285348701	0.18583682464226672	0.43775544968232205	-117.49658757907214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.755970994362952	21.648056622097297	1.5290160729010962	2.8363847382151617	0.197805723657344	1.8544973360763657	2.3021577997157556	0.8190914914746928	12.764359269697819	16.004276044915393	6.0094836717700995	12.479578013368217	5.8726528954448165	0.8896360937811743	11.872871646696604	0.3231122129316853	5.142883863816944	9.930537829648587	3.207779272742891	4.394986098243298	2.9904399295704596	10.387700188137638	8.053196671969612	19.876406570518558	0.0878272183179542	11.518586964661319	2.712169517940493	0.3234270214892957	4.716786586476182	13.141774042469143	0.675691364510036	4.551120404900255	7.7492253153957185	12.046274436737091	4.063174992727936	8.365888617422785	1.4114007249948268	2.505637501487768	5.735672900677751	2.5743506830135274	20.6782206491351	1.5241671973778206	0.8731926540829552	2.3749308969627703	3.5371014446394557	3.6217553177710617	5.9918954175397285	16.297413691499845	13.34108715070342	16.847870353105346	3.2093449483902567	2.627007793738097	1
13680000	-5576.357751456618	-5306.346811424717	-270.0109400319006	-5306.346811424717	1.9994597413944817	0.9642255601054914	1.0	0.38988847180420105	0.9226018958173094	0.15180266106590767	0.3988818556453558	-109.81981630104572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.401471098420657	18.581898578367497	17.32365147247358	3.2333975740003766	5.869938785797117	0.7619793767822972	2.624394125477872	17.575321285856234	15.398448047331076	11.626312392192164	2.802679410196199	14.22636242866155	6.6946565355680265	1.014159732499946	13.534734502556917	3.6443563027109858	0.6743564727983403	5.908510473747197	0.3634889845166369	0.9126111991573624	10.237481669841847	6.314317279438086	11.583637259782297	5.254125566037451	23.591874550096172	13.130860085957421	8.558649277866923	1.2371805114910717	0.36157399833900183	10.887510363753771	8.66213948372608	0.5139651351235317	8.83389548589585	8.703462412669845	1.6824842765800312	1.1807745701542791	2.71215502560319	1.7208068772504763	0.45734560670108027	2.9346862366492936	3.015474297172115	1.5436948534626231	0.8420633064651073	0.03398988104543195	4.536649703429007	0.26323801548009806	1.1711856609148175	1.0531154034070829	0.2449891948722632	15.626385810438826	3.603831834846093	0.17288928783689014	1
13690000	-5539.1757535288825	-5301.892662263095	-237.2830912657873	-5301.892662263095	1.7538284208909347	0.9642255601054914	1.0	0.3398425144443437	0.9972752058567018	0.10524519259172228	0.31336457674355755	-104.43815810047778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.530321913942844	7.0602514102587834	1.4976755017384409	0.2055832305495612	4.4486501062768475	4.577318218104803	13.960916231120068	2.1671993175014936	1.8297357423190816	1.584634911890826	1.5748329437388442	5.008984755869271	1.989188396064319	0.5698590253112402	8.713670061468589	2.0477734068877256	0.37892267853497014	3.320007600095694	10.350897188398264	1.5765661326576814	5.4849748944120025	3.5480315132376874	5.335072035592928	2.952306996595462	1.5243296145367657	7.378264873164216	0.8776768080549703	2.178131510155422	0.20316938216767805	5.80908320869379	1.7830636884167428	0.28879836337366255	1.7749537006722627	27.586536500826078	0.5673233704251842	1.1602493259414117	1.9253714458442428	1.5626166800535017	0.2569837011992285	4.128967375081282	11.416749781578932	1.6273963757775498	4.0958587627392005	0.019099003699593137	11.13995301501333	2.52318476525941	0.8566594847241692	7.210460821521561	0.13430145863401108	2.5709471310699645	0.6832122943002861	0.288803754070779	1
13700000	-5498.531925188757	-5301.90346656444	-196.6284586243168	-5301.90346656444	1.531520165393205	0.8907548905466208	1.0	0.3704653722656303	0.9540078784444133	0.14906160201434893	0.3942824091744768	-97.79426290766368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3.2763136678140317	17.65929043528449	0.6516128755678502	1.5271263584425685	2.260597213877046	0.8189915043693775	2.039629711788719	0.5307985221672058	1.3207067818652953	1.3408943618528375	5.831312014932236	5.126999325888758	0.28617163340243673	1.3922395881163432	2.359427177882186	1.8088157698422904	0.16486274623003422	1.6318652407251684	4.503497502503249	1.2597585467809038	3.5402481580542635	0.018041299079118653	0.387089165927918	2.880450036577452	0.4353944198130549	0.10111376060642553	0.16098745722199143	1.2344505616161718	0.08839550702936236	2.5274322839868066	1.0556616565934758	5.194916300452042	0.772251855326695	12.002427999520073	0.24683264989678666	2.048753148804125	0.14331267183673713	0.5694698347242134	1.3676894347882331	3.60818032992845	0.2949861357064264	0.8407358616474067	1.7820377666659422	2.404176995111292	0.39254553444654505	2.4284323167840522	0.559523830257219	4.282192061286972	1.7075731114444404	1.0293441639528231	3.414454602162398	0.1256535507500852	2
13710000	-5589.003939125181	-5318.714298183885	-270.28964094129606	-5318.714298183885	2.07852766948623	0.9849562832468328	1.0	0.33687457377791197	0.9396044996999526	0.10541828164358207	0.3215735894938398	-106.70940479196744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.171323877046175	8.341386012444973	16.559090339882264	7.995345844272399	22.494547767177203	5.696741092641228	1.3388108585738712	6.910456917533524	0.19193229802393086	6.1206425977124415	3.787851003922204	33.243299770232696	1.063111773692997	6.838423526274156	7.228989801477954	1.376393640187921	6.384506027632535	2.8730079267372854	13.418378536375384	8.909328120046496	3.4455615695696595	5.635934532325307	5.995309665175811	10.70071240469021	0.953696907464793	13.071408075880102	9.006263820132862	2.2558534491268323	3.788572370306636	15.183937618661576	1.0758635696988679	1.0705907844286642	15.086543958893467	2.789529949018065	13.295174157597513	10.113332351722761	0.6420174462251534	14.897785812112645	3.1437100990647506	13.984223222554766	10.140079524698725	4.059235780762153	7.489196724488455	8.931384425340115	1.4582849264932727	1.0260590701195078	17.288051525161816	0.27987775588312436	3.5163357531955897	7.517698745551053	10.144544747070992	1.2693597012107767	1
13720000	-5575.6251671542805	-5294.594008769021	-281.0311583852596	-5294.594008769021	2.480581935698696	0.9849562832468328	1.0	0.3155556079889367	0.930790059418231	0.10083095198997584	0.32032914133615087	-106.13762198607282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.09279019617965	17.08273452119993	18.573301232317675	2.0781855107279745	27.893883478708357	7.06412211044173	1.6601638083865036	20.1915203054267	7.996927464116285	7.589772117336237	1.6780924715308154	8.727943309381265	1.3182890470687902	8.882118039381776	0.638470317556766	1.7067675339647403	7.916970327527549	25.53058146914437	16.63917368959069	8.622390558436733	4.091933326946451	1.6594932034686887	12.373469748908747	1.6729479575744164	5.021042420159535	4.419373073626765	2.306782851503002	0.025648160107260363	4.269854347397246	52.123732227116726	9.853627388991733	1.9828747572949834	18.70774659003485	3.4590970293616827	16.48639673131322	12.540821763575575	0.8834069666396835	10.731694750603546	11.831457999808752	17.3408373063345	4.033994184963389	11.223876206063833	9.286818430145312	2.523790464483109	13.25552284188107	2.6156809107496817	1.7291104355648421	4.975026017123126	1.7627865164190477	9.322161752565323	12.579526027735328	1.5740423841641282	2
