#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Met" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Met" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Met" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Met">
#                            <taxonset id="TaxonSet.Met" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Met"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Met" name="distribution">
#            <parameter id="gammaShape.s:Met" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Met" name="distribution">
#            <parameter id="ucldStdev.c:Met" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Met" id="treeLikelihood.Met" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Met">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Met" shape="@gammaShape.s:Met" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Met" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Met" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Met" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Met" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Met">
#                <LogNormal S="@ucldStdev.c:Met" id="LogNormalDistributionModel.c:Met" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Met" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Met" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Met	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
18340000	-6711.289750669466	-6352.813224038639	-358.4765266308269	-6352.813224038639	1.5170279631533912	0.8023837942112605	1.0	0.6653828392542047	0.867908332262216	0.5596134915082357	0.728899610462717	-129.30085078012644	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.132545205395505	43.732654031883946	2.4218294048385625	67.56802320345062	8.527866554867515	51.43717428116125	18.99899552813578	3.5010523158203983	16.266583226911308	13.505159704810973	28.862063870866162	6.855463915249845	2.0400901311587885	44.77169498388226	6.933163626418205	14.708245165079738	13.321005742163313	16.422098582250882	8.000925969909655	44.24325386445656	48.3043417783336	17.49788760841545	30.97037198051238	18.722639541923005	1.0710431741424833	12.023150953969425	10.245859138822523	44.002596737615576	15.374780097497226	5.361902004796594	4.530878489342712	54.73328973820121	6.642430163924555	41.63871589278435	14.830187724702261	0.5203680851808561	2.901412856620722	12.801972250954197	44.84891360723756	21.12454187779991	15.612094894895877	0.5083514125897852	11.142056447193418	1.3443368682523311	4.4340930200592545	8.250302271050375	62.2106908541634	2.229355889362904	9.683724331083747	0.1893432887412814	16.891787009021066	23.457148246200354	14.571470693784764	18.620112443744397	10.95791904287785	44.51763075012968	2
18350000	-6695.831234518901	-6345.259783730039	-350.57145078886185	-6345.259783730039	1.4431536376113077	0.7947594452813315	1.0	0.5844240543690039	0.8599622987871326	0.41181016442673823	0.6186048763288963	-133.93177679945566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.068066652781745	24.86736734333096	2.158019493043102	60.20783746704693	7.598925928765489	45.8341221491613	16.414268594491766	0.6145561518771185	11.123063736429621	12.034042464516645	0.011918340002359258	6.108698132661799	1.8178630839189929	39.89471360731066	6.177934013178457	13.106075808347391	3.492668150188939	14.633239148211302	10.705617277449521	39.42383558660127	43.042549135788086	15.591842460330122	27.596768916593778	16.683182148159084	4.93380281100552	10.71346894815466	6.122398720949042	1.3254688292628232	13.700005081019262	6.002361666543746	4.03732983053075	48.77119170220321	5.918870150923041	37.103009973529566	13.214735163201722	0.4636843822005942	2.103195636042697	13.475981242742515	39.96352080491662	18.823445228148245	13.911469174134446	0.6062975757366269	9.928352078635696	1.1978982339172792	3.9510872038041374	7.351596726364511	55.434079407385866	1.98651212036807	8.62887610084474	0.2056151730583621	15.051764407918586	20.901960751391798	12.984200182171776	16.59182332825519	9.76427276441255	5.797481604330853	1
18360000	-6628.535133368319	-6368.318789656544	-260.2163437117751	-6368.318789656544	1.0183367798405014	0.9301530855841356	1.0	0.6314238922711206	0.895227894943876	0.37112859433845574	0.6247017966900443	-123.20206567149907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5.6001315781203695	18.493614897891856	3.761479685816896	3.626640231118412	3.764186504334895	10.239206651162357	3.6668988143751537	0.1372900176277966	5.606849765052269	18.04329349853425	0.002662521730553194	1.205699826572779	4.6719393943419005	1.6805071260777595	1.3801320953048208	2.9278583791949933	0.7802516831746918	3.2690221299930884	1.7596926451200947	8.80716768696847	0.6721214568253784	0.16007629186571345	4.987277150893466	0.8146160682285819	3.839209981371051	5.76876810023473	1.422537224990077	2.874249311739621	3.060540413319498	2.9602028597121843	5.197898642126998	10.895339259191024	4.325436458192368	4.3192374897966195	0.3418686356094968	0.6267188967134053	1.2757230090844638	3.0104941537350545	8.927731760584305	0.4745292232543419	2.2232689896114555	0.2405391515934514	1.787482931672759	4.699384798688961	0.24071954106473667	5.850648920452396	1.976968288913746	3.0710670319124773	0.10108784173378547	0.4027613524891545	0.9717385022567875	4.669435903048089	4.694309576911602	3.431657712206942	2.3174934786677244	11.462073706667649	1
18370000	-6638.052770665363	-6365.157808203906	-272.89496246145654	-6365.157808203906	1.7674789154455457	0.9301530855841356	1.0	0.674036082175757	0.7506039725663803	0.3762709133584978	0.7193890364665594	-137.9303956922624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6.105410585641	24.01249484579616	4.796490632782965	0.4280100892538662	4.103815028147414	0.6371399037960629	0.0706648326681087	4.029433618605564	1.787652132818745	19.671272645839004	3.803034450808903	1.314485629770454	5.09347107934598	1.7413817505360076	8.186998557445817	7.133325915989178	0.8506508855132793	0.776041768971966	0.4880553580692767	2.4959256318000933	0.8033041597499062	1.3411887201668073	5.437260586796872	0.04217854108806456	6.245310010177707	6.4733962265828815	1.5508874587617965	1.0317875058539379	5.43635922677976	5.470316952008083	0.453809319498862	0.3694757581044731	3.727161358452475	4.708946196037922	5.330752976136026	1.8725415531148881	3.071427340310196	3.282119824833386	1.4020516996646772	0.24400780736048613	1.233441996199739	1.7593678282058653	1.3609093551732316	0.5769254511286583	0.7060329824109386	6.753623999159355	1.0990237404546428	0.29186334552742826	0.5942722171367911	0.13030860756982118	1.0594148468463005	0.051176732486677874	1.7830103778738624	4.745197435539677	3.9870864992213795	1.4489564095246963	2
18380000	-6654.451366273819	-6358.015665930779	-296.43570034304065	-6358.015665930779	1.4029038579742503	0.9301530855841356	1.0	0.5418479138536288	0.8597469882889573	0.25824074023055327	0.5246875223497278	-128.0353341213509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10.569179303481555	18.769356267818694	8.30328588294777	12.936087067688755	7.1041834537420305	13.902371212790007	17.53326622515809	1.9472516210491357	8.434311689375493	10.452037546774914	6.5834971201526065	4.735311854730706	2.5719766026998885	0.0869269162319792	20.908093814144735	1.2966175007397294	4.001388201920611	1.3434190032273778	13.721514456914115	14.215395618213853	5.8251038028123165	2.321754428209629	9.412533564370595	14.712327801253643	1.0827254723888724	0.37227560989939995	2.6847674535967907	15.530051287473233	13.003263757053187	0.16919609881719241	1.240895139110235	6.638617466929964	6.452151929493245	23.109195374601907	1.5387224215461281	3.2415882847645077	1.9159446015904227	5.960849015774271	1.956806490659239	0.4224060333481407	25.547702770075396	9.065644370092999	2.355893152286859	0.5169516017058371	0.21962957277775977	3.4912018395760067	2.9726062527238764	0.5536152324712672	0.6305012937693948	2.449362420810816	1.7491100977485743	2.784871196820278	0.6914442910232881	2.5508228981737235	6.902112727335454	2.5083128940111283	1
18390000	-6650.131921065951	-6353.539678572191	-296.59224249376	-6353.539678572191	1.2507874931767908	0.8153588627725163	1.0	0.512945659119473	0.7997326607136565	0.24615666602940994	0.5374499722117605	-123.93235548792966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12.809804554120442	16.33994852242337	10.063550467207186	2.8962315349263954	8.610242947536591	2.5938719334983094	27.130367365268842	6.247979749822911	18.1021238529381	12.667829196767556	0.26611867224063757	1.170496550275308	4.400702095801558	7.029516064032184	8.847847152680997	1.5714954102876093	2.7394703806789313	3.862198159828267	14.060292688051625	2.773581649258956	1.6521687890823555	2.813957412779632	0.640041578783876	1.435574758375024	7.8838509769007326	0.43777233920363895	3.2539277995321525	0.11736386197965039	4.801050537045624	9.13602982927588	2.2771860089654368	3.3320821841128443	7.3452923685390425	11.805942279769134	0.27121414576657144	14.650153014410238	2.7333097334214362	7.224526018168411	11.267676475004267	2.2073916742076487	16.868470445405784	8.811900482526562	15.494744997728127	1.390878261539159	7.1524108312417445	4.285781295850556	1.662713246013005	0.24571993356134372	8.258677845540536	3.2463263081054925	3.6870207458661564	3.601046886072929	3.75090811716544	8.809172982126507	8.3653340064493	3.040065553839039	1
18400000	-6648.180575613523	-6353.72953574213	-294.45103987139305	-6353.72953574213	1.354749213363484	1.0017630985422588	1.0	0.5918066714128736	0.8290794550022841	0.23095439117820893	0.5522135844611084	-134.65799269767328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9.66952809639901	20.473040139189965	7.596508095112845	5.596964565189801	14.627352690451733	2.7940227983112687	9.181966533290728	4.716310501178681	0.8802488022849553	0.5932392305649017	0.2008806588215687	0.7990265494222042	5.331151682691006	5.761161532454477	1.1230541535241343	1.2071086982655828	1.2411807889462274	14.208240531859248	10.613463664984385	2.0936483122640177	0.9627958294456892	10.080978391181832	27.587085625175813	1.083648888001449	7.791134986606737	9.623026647955456	2.4562393710456085	0.08859254301027443	8.169100986028662	8.130829397057042	1.7189422368926948	6.947449700839953	0.5356810363615269	8.911758965281978	0.2991099733637236	2.91183773400486	2.0632489084291272	1.2197126928567632	8.505447042214378	1.6662577265195204	0.6683850005144076	5.90125888750525	11.647881074857219	6.116125111176438	2.057966357920167	1.631285510548175	1.2551052110631902	0.8241534290166971	1.3137946682347343	2.4505013572754457	2.783161174983811	5.224318794712728	2.8313867922579483	6.649636635502911	9.117637176360816	3.843619461029216	1
18410000	-6660.501082436692	-6343.242750861865	-317.25833157482714	-6343.242750861865	1.3554865957788103	0.7789396072962982	1.0	0.5394124267804724	0.8405611228994057	0.2519957563924709	0.5373330069157624	-132.12917604057455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.692391692723607	35.10580767776381	12.328148730427708	9.083148564402132	23.73829886607024	6.305763148868936	0.32470608320579786	7.6539610817784665	1.4285297953320446	0.9627504342203903	0.3260032909873197	1.2967165989297942	8.651768684478483	9.349618975304011	1.1418822792651724	1.958981071261534	32.98396795128994	3.4792371424627477	17.224276860982403	0.8912547940845986	24.091104451368807	6.660207928744369	5.925526825299192	0.38063041535983333	12.6440029670369	5.721021300559778	3.9861583644284457	0.1437742227037345	13.257392829533867	18.841544133616512	2.7896206112201134	19.022104565700715	0.8693409400278475	14.462630539997692	0.7476832915503645	4.725535497918827	0.6574764296830028	0.8039508539885658	13.803238914818472	2.460359331831401	0.20601158295409333	2.4959340855035905	23.375721329075873	9.925678888303311	11.103195812812231	2.6473650977569116	2.6799037289770395	5.051143335120679	5.704440140259747	7.7038076060812815	5.868887267764609	0.06296572018402695	4.594974039556537	10.791498991295814	14.79674421101018	6.237696555502801	1
18420000	-6697.33758278743	-6355.692618602451	-341.64496418497833	-6355.692618602451	1.1334001425101612	0.6958648152682196	1.0	0.55219418870331	0.9155076707540148	0.2873970782330211	0.5522338875858624	-125.48527629715853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	25.624709648036774	25.083498428136632	16.164400423761133	35.80374965258264	38.763180775268765	1.318072050119469	49.04507416291068	23.24538061565141	2.332701218892383	1.5721121944628842	5.9011072578055135	2.117458383273292	14.127805679521613	6.138940323112642	1.8646234704921523	3.1988954991706793	53.86078925010953	0.934173074189278	9.143123487154202	9.67269302350684	39.33929057819151	10.875709561134837	9.676020544424187	0.6215460375826581	20.646878510525013	31.684656902529795	23.993029678931034	0.23477445527718296	3.2018645498800935	7.228076931060168	2.69669411721749	1.927952466246343	14.608899909347683	38.92740862311678	0.909045631889317	7.71650857541424	4.654889572818309	12.179381737456263	22.539839453454032	4.0176153350321515	0.8699201399673256	4.823335513907851	38.17111397676481	16.20802262349575	18.130835276087232	4.32298423915987	4.376117820941856	1.9926471531824452	9.314999597323451	12.579843592720552	17.006288486775798	0.1544696526981036	7.503309750960402	17.62185355386335	24.162172444320166	10.185774497423116	3
18430000	-6562.29780410808	-6356.8976381558405	-205.40016595223912	-6356.8976381558405	1.3546805698343547	0.835080957679521	1.0	0.6639947454169455	0.8711598857461339	0.5059903144737702	0.6989601810210019	-121.04444412140411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2.5130308972347506	13.608270922628382	1.156809618891432	3.935317997904736	0.8352269695923727	0.12926412951514374	0.6239143239150348	0.268110994692605	0.06514971922511191	5.16684495533575	0.5787251863709467	0.20766043455178057	0.011109866622495015	0.08245091765998501	0.18286476051504713	0.8063211746125781	5.282160437878159	0.06506865779962516	1.6141248552665453	0.29774561216963025	1.0202308793133812	0.5155936894296405	0.9489332337577983	0.11280120563266267	3.0478385996461608	1.6142545843672351	0.4015736310768445	0.023024473958799405	0.6846795312304114	0.057839384897372954	2.5213397777066304	0.4377444272120817	0.0072851257694216505	3.8176346956840477	0.08915065931719397	1.6888656331899248	0.4565078582501913	3.152625867037166	2.1128180625600534	0.3703444534076511	1.3276425518806978	0.5300643811936827	0.571886654918053	0.03751098089694244	0.39319314897518914	0.9691806484714496	0.3087561224438912	0.4676176709709994	0.28712777494796976	1.2596958360215769	1.6678170797470664	0.20445933490331977	0.24321411266800558	1.7281859211543256	2.3695989820334495	0.6763704650941711	2
18440000	-6580.330563292782	-6345.3747288260765	-234.9558344667055	-6345.3747288260765	1.1826649970281704	0.8494144902486717	1.0	0.6138117494596794	0.9520583049939338	0.5649230025136665	0.6888392886441425	-116.68188967462743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.6963028745169555	17.967901519028015	0.17987472987652747	4.2701548729990515	0.017130741716818252	1.2348739009706429	0.9176872084927729	0.3943522705838431	0.3830011770005305	7.599677298677851	2.3258512081396905	0.30543829047299026	1.3618551823067215	2.301203581912805	0.4396410688702697	0.15953114437486476	3.4165921536606754	1.3553661465880893	3.686102668010732	4.35988608621963	1.5006112085715217	4.961295757993076	0.8003734545206518	5.34683986624621	3.959109815926664	1.367374735964871	1.6588340496332352	0.03386565178000717	0.19343248532642202	0.08507332118029323	0.6332171321046224	3.1036354554359153	2.818701523885195	1.8181815313350627	7.308747339319759	4.652955130965324	0.671456650432156	4.6370540320171125	0.23910130412545283	1.606904928716519	11.360747080169578	4.102903214565334	0.8411620759607497	1.5453479601573905	8.3801612705139	1.8495914414075387	1.3386467346086235	0.15965831342440048	5.702736147069273	1.852829324473141	0.646803518350753	6.786243977800434	4.4817988385034635	2.5419100875725347	0.6021796341345401	2.2131209355467507	1
18450000	-6642.3475077403455	-6348.644136577594	-293.7033711627519	-6348.644136577594	1.0291720395241177	0.9086338071252301	1.0	0.528029934019593	0.9025893598250465	0.3303595584030567	0.5599319994666031	-120.24515353263497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12.837215231373737	12.817338066014116	1.1985355331986254	22.351698910076326	0.059494859040902445	24.663618849816075	0.5914957746406035	3.7032083022174334	1.3301584610183768	26.393587453209395	8.077653149281417	29.624281776928555	4.729706596761974	7.992052241142007	1.5268681212646584	0.5540497372567526	11.865783276782075	4.707170254099569	12.801790037397458	0.12146398003877917	1.3790085099521248	2.692124862673848	2.779687338933891	0.2074283105273798	13.749940564147325	4.7488759399398	11.640294340334107	0.9297481899011373	2.413652412747604	0.1607855367812371	9.208159627205664	1.1933389959794178	0.8083670370436787	7.780869054148382	4.085801504594048	16.159656961534154	12.66029068858516	3.2179781920358352	0.8303959408525758	1.259006486985535	6.107816244863332	0.5875855067440463	2.921345728463453	2.4476310806593524	0.7828384187828759	1.1508782115786864	4.649103938267576	0.1855301027940498	19.805533748970763	6.434853861473906	0.5061813506755756	8.707212461897852	13.794524762311447	8.828023027532076	2.091362594940275	0.8906798274618567	1
18460000	-6646.143950888548	-6346.708921732344	-299.4350291562041	-6346.708921732344	1.1549996793678148	0.9086338071252301	1.0	0.5116476161621079	0.8909731992321092	0.2044158646064864	0.46877047302310615	-128.85078845729527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.81147194301167	19.179519886346316	6.5714553298656355	3.806902311191276	0.05474098904236051	2.2533691540856333	0.5442329680274286	9.208558438879754	14.46111089053263	24.284637443571683	2.92768450773883	27.257186760015006	0.8065986637724732	8.07831976753522	1.6730189965776414	0.5097790142715256	1.9155690752444918	4.27183522420191	2.2566777655935457	0.11175853691447703	0.1030592596419597	2.4770136442710022	2.3392250929779683	0.1908539839694091	12.651266981532462	12.901061649913942	3.1430546498546685	0.8554577033377343	0.398378165775509	5.291347731225902	7.501258170279797	1.0979865816275056	3.0167216504817844	7.159147437265999	0.29076525947362136	15.734772779193179	11.648684357424553	4.473261555914046	0.6310349714839153	1.1584069853994325	2.9180284606699747	0.7701328024310911	2.6879188738109647	1.3622409560212376	2.0657765689820815	0.317533088129561	0.7266393594104362	0.45716901874528454	18.222994783215547	1.1444117083648346	1.1178063965346379	8.01147241375203	12.692288729335692	44.82224282045443	25.151186108263985	0.8195110545908016	1
18470000	-6594.807031218999	-6352.189503404409	-242.61752781459	-6352.189503404409	1.0382588851903414	0.9086338071252301	1.0	0.41937909695821735	0.9655207677453044	0.18931267627632498	0.43385980840520505	-127.04067853483875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4.601763959367912	13.06976356212101	2.560247058408646	1.4831738107661794	1.425884512496024	3.595777467907003	1.5487004950154335	1.322368254825235	1.674320106060899	0.7330671248763803	0.2123037786371787	1.8186305500011444	0.618217688120381	3.1473232919532546	0.9409378925621943	0.1986105293595321	1.9478445161755833	4.855168115192781	4.924169966085639	1.7355416561868184	1.291625633291297	1.0280000424086955	1.6661490490054767	0.5684558792410643	0.03995484708819834	1.3292641714059406	1.759430929371209	3.513897104939263	0.1552086221183875	2.096255276043365	2.9224993857205974	4.128913234125702	1.1753184559563277	2.2224420538795964	1.3381611504081707	0.6711239542721862	4.53834171631458	1.182935186226306	9.36790373328383	0.5176695664688	2.011042678050856	0.6930867418470098	0.03447733501734191	2.9186818253620954	4.249238682388888	1.5904952677303665	1.2967851345422794	0.3379101308927591	1.5843558815708552	6.923526421391387	2.645463092620827	3.1212794809106654	0.895920527883481	1.173408801867616	0.4512453518816105	7.070388333460479	1
18480000	-6599.635135161317	-6372.178367148792	-227.45676801252475	-6372.178367148792	1.067717344086679	0.9086338071252301	1.0	0.6212059904081747	0.9020091819647525	0.3077192554836086	0.5664623862202885	-120.37391759118813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3.783389104313374	14.019226899943073	1.344829356832169	0.9538281864722301	0.19182016148307027	1.3556490422270122	1.2292900499022152	4.401643527704177	1.3765600544348058	0.7458281422433432	2.363307967007902	1.8452481004548502	1.1783561943645118	5.551413219600741	2.9393957627997276	2.0903424437755986	1.183278085923718	1.18689362816376	2.7080426863513787	1.4268940019690015	1.2021885995170727	7.436086619585956	1.0418156409835027	2.177238559935624	0.7587883004279325	1.0928686536851766	1.0963620015160664	0.645225047923447	0.5698657558329778	3.7647052044582714	0.7546581113817472	0.2471513969293078	0.9663005490125957	1.7486032442179114	0.09941705613311412	1.596939200108639	1.9826149312773396	0.4841710716321001	1.7803874503186445	2.22201304416719	4.153214538752159	2.6009690437065855	3.358408101370761	0.18438242203585078	2.868666636252508	0.13529420528336322	2.038927813204431	0.2961580049585874	0.7360833826251385	0.43498643146112437	2.146720884993107	0.05359400311209447	3.312377863695958	1.866580941622934	0.7674367111029562	5.812994847252683	1
