#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="ExtendedBayesianSkyline.t:Ile" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="scaledDemo.t:Ile" spec="beast.evolution.tree.coalescent.ScaledPopulationFunction">
#                <population id="demographic.alltrees" spec="beast.evolution.tree.coalescent.CompoundPopulationFunction">
#                    <parameter id="popSizes.alltrees" name="populationSizes">1.0</parameter>
#                    <populationIndicators id="indicators.alltrees" spec="beast.core.parameter.BooleanParameter">false</populationIndicators>
#                    <itree id="treeIntervals.t:Ile" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                        <tree id="Tree.t:Ile">
#                            <taxonset id="TaxonSet.Ile" spec="beast.evolution.alignment.TaxonSet">
#                            </taxonset>
#                        </tree>
#                    </itree>
#                </population>
#                <parameter id="RealParameter.4" lower="0.0" name="factor" upper="0.0">1.0</parameter>
#            </populationModel>
#            <treeIntervals idref="treeIntervals.t:Ile"/>
#        </distribution>
#        <prior id="GammaShapePrior.s:Ile" name="distribution">
#            <parameter id="gammaShape.s:Ile" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="indicatorsPrior.alltrees" name="distribution">
#            <x id="indsSun.alltrees" spec="beast.core.util.Sum">
#                <arg idref="indicators.alltrees"/>
#            </x>
#            <distr id="Poisson.EBSP" spec="beast.math.distributions.Poisson">
#                <parameter estimate="false" id="RealParameter.5" name="lambda" upper="0.0">0.69314718056</parameter>
#            </distr>
#        </prior>
#        <prior id="popSizePrior.alltrees" name="distribution" x="@popSizes.alltrees">
#            <Exponential id="popPriorDist.EBSP" name="distr">
#                <parameter id="populationMean.alltrees" name="mean">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="populationMeanPrior.alltrees" name="distribution" x="@populationMean.alltrees">
#            <OneOnX id="OneOnX.EBSP" name="distr"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:Ile" name="distribution">
#            <parameter id="ucldStdev.c:Ile" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@Ile" id="treeLikelihood.Ile" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:Ile">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:Ile" shape="@gammaShape.s:Ile" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:Ile" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:Ile" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="WAG.s:Ile" spec="beast.evolution.substitutionmodel.WAG"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:Ile" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:Ile">
#                <LogNormal S="@ucldStdev.c:Ile" id="LogNormalDistributionModel.c:Ile" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.1" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="108" id="rateCategories.c:Ile" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:Ile" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.Ile	TreeHeight	gammaShape	mutationRate	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	ExtendedBayesianSkyline	indicators.alltrees1	indicators.alltrees2	indicators.alltrees3	indicators.alltrees4	indicators.alltrees5	indicators.alltrees6	indicators.alltrees7	indicators.alltrees8	indicators.alltrees9	indicators.alltrees10	indicators.alltrees11	indicators.alltrees12	indicators.alltrees13	indicators.alltrees14	indicators.alltrees15	indicators.alltrees16	indicators.alltrees17	indicators.alltrees18	indicators.alltrees19	indicators.alltrees20	indicators.alltrees21	indicators.alltrees22	indicators.alltrees23	indicators.alltrees24	indicators.alltrees25	indicators.alltrees26	indicators.alltrees27	indicators.alltrees28	indicators.alltrees29	indicators.alltrees30	indicators.alltrees31	indicators.alltrees32	indicators.alltrees33	indicators.alltrees34	indicators.alltrees35	indicators.alltrees36	indicators.alltrees37	indicators.alltrees38	indicators.alltrees39	indicators.alltrees40	indicators.alltrees41	indicators.alltrees42	indicators.alltrees43	indicators.alltrees44	indicators.alltrees45	indicators.alltrees46	indicators.alltrees47	indicators.alltrees48	indicators.alltrees49	indicators.alltrees50	indicators.alltrees51	indicators.alltrees52	indicators.alltrees53	indicators.alltrees54	populationMean.alltrees	popSizes.alltrees1	popSizes.alltrees2	popSizes.alltrees3	popSizes.alltrees4	popSizes.alltrees5	popSizes.alltrees6	popSizes.alltrees7	popSizes.alltrees8	popSizes.alltrees9	popSizes.alltrees10	popSizes.alltrees11	popSizes.alltrees12	popSizes.alltrees13	popSizes.alltrees14	popSizes.alltrees15	popSizes.alltrees16	popSizes.alltrees17	popSizes.alltrees18	popSizes.alltrees19	popSizes.alltrees20	popSizes.alltrees21	popSizes.alltrees22	popSizes.alltrees23	popSizes.alltrees24	popSizes.alltrees25	popSizes.alltrees26	popSizes.alltrees27	popSizes.alltrees28	popSizes.alltrees29	popSizes.alltrees30	popSizes.alltrees31	popSizes.alltrees32	popSizes.alltrees33	popSizes.alltrees34	popSizes.alltrees35	popSizes.alltrees36	popSizes.alltrees37	popSizes.alltrees38	popSizes.alltrees39	popSizes.alltrees40	popSizes.alltrees41	popSizes.alltrees42	popSizes.alltrees43	popSizes.alltrees44	popSizes.alltrees45	popSizes.alltrees46	popSizes.alltrees47	popSizes.alltrees48	popSizes.alltrees49	popSizes.alltrees50	popSizes.alltrees51	popSizes.alltrees52	popSizes.alltrees53	popSizes.alltrees54	popSizes.alltrees55	sum(indicators.alltrees)
17300000	-6335.153563735579	-5993.330606183716	-341.8229575518639	-5993.330606183716	1.3475501856849046	0.7692982433861982	1.0	0.2872653694104642	0.9647151529800478	0.07295892799843075	0.2664798871666724	-102.97533455025919	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.27223116130424	203.21104362102173	52.11897321859	21.76261451108592	5.344471498826995	1.495373515027735	1.401443421126001	3.7745895952316135	11.343236520243202	34.44291209093768	9.147519070385654	27.039513395786503	2.3228475247841236	6.539541077195882	0.5040732875808471	2.5876135385965187	31.767185484349543	94.87165362740403	14.623766441780685	25.852734323641606	36.50579197124412	67.17540741235476	21.977369545980306	7.039367657691352	23.308278786041814	1.7652136891161325	1.8955969491433002	3.0341312504725266	25.720646429496057	3.081095628148895	5.833274211603964	79.17688085427547	3.375251767040081	16.663331367962535	3.4298676580550165	3.7337541341306357	0.5604870815017249	0.7503372999331885	22.839034351127857	3.649207893294391	6.029335916704474	10.599249315428189	85.25851643379539	3.4014260522974147	21.329773149567245	38.895021191062774	12.671115000661908	0.014553661269378472	5.779952843160227	5.5466660438573525	13.046611006676388	17.63821512984668	5.358147336158041	2.1488317723264028	6.326287269948417	88.62244310965454	1
17310000	-6375.118989825054	-5959.599470271796	-415.5195195532576	-5959.599470271796	1.11190965357374	0.7692982433861982	1.0	0.4481848896704542	0.9433936014170432	0.17052882357413118	0.410936977786313	-105.95287629016087	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.91337776385475	122.18620525559267	135.24989082229996	78.84978062343806	19.363960383347266	5.4180012952934895	2.033980635302579	13.676002089542768	157.22632399547206	124.79272933954505	33.14307072715018	97.96891353914329	8.416085193147374	23.69390768982232	1.8263461921653896	9.37537903603628	115.09810115825286	343.73668991347427	52.98447827743405	93.66900419509615	132.26690602598168	243.388317844626	79.62787589230273	144.5152975172805	84.44999418857175	6.395679713455151	6.868081200182482	10.993191252852771	93.1904265190967	11.16335145465259	21.13497859675962	286.87176729742094	12.229130890702994	60.374180783756366	12.42701387130201	13.528048030629993	2.854005631973616	6.098296093157425	82.74983905634316	13.221722127596683	21.8453446434475	38.40294477802322	308.9066028192542	117.73280131760535	77.28152022976565	140.92350377740738	45.90967861639951	0.052730474905657757	20.94178589915483	20.09654678792554	47.27016669948975	63.90635614433904	53.72720300856299	7.78559551097595	22.92125163280261	321.0947009124181	1
17320000	-6354.686190825475	-5963.616634394505	-391.0695564309703	-5963.616634394505	1.838229068720236	0.7486566976184922	1.0	0.45444834399616585	0.8029898658819832	0.13683176854604154	0.42844947876891726	-122.10848451007003	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.83802451958206	75.19207748679797	62.88035785672015	36.65882754049641	9.002689399786696	5.61080773148033	3.02036957189104	6.358244729155175	20.03175097177932	58.01861599354131	15.40887120221005	45.547691792736686	3.9128049973293977	11.015767816904368	0.849104582897622	4.358799739091193	53.51139099231432	159.81000752630524	24.633535263359658	43.54857862036172	34.78282566400226	113.15605825015464	7.839660077053127	67.18802927239545	39.26247794574763	2.9734784011575477	3.1931072256753366	38.0069095367233	43.32607836290405	5.190063593257663	9.826070907550376	133.37237669457244	5.685565600155641	28.06915458421189	5.777565324208427	6.289457951478494	7.16257836628594	1.3267222328844896	38.47204209048374	6.147040961073489	10.156334177660417	17.854291014302348	143.61680894145152	54.73631537382758	35.92971216622816	65.51813309475281	21.34432052354928	31.746043720371357	9.736251789125685	9.343283355173867	21.976838428032575	29.711332994381124	24.97884272792379	3.6196778339810907	10.656544685039542	149.283297579863	3
17330000	-6400.292831928893	-5973.357229040347	-426.9356028885457	-5973.357229040347	1.474125817533356	0.7486566976184922	1.0	0.5006932810850268	0.9132225066268022	0.15622752260316902	0.4287436038706886	-103.37218090013967	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192.66567059821713	198.56220493597814	178.58548210559658	104.11414013678065	25.56839180799969	1.7967231411775988	8.578102519109466	22.565580142711596	56.8918502796361	164.7777280771107	43.76248460004008	129.3592589936842	11.112693862612605	31.28570309392628	3.740399644134508	12.379356278172935	151.976831624889	453.87380435103785	69.96130303514401	123.68161017231897	98.78613770543141	321.37268146309	22.265291135821773	190.81962966362713	111.50872532530187	8.444927667417025	9.068691921433635	107.94280589855353	123.04969080829058	14.740215236570387	27.906864242521497	378.7887188212612	16.147482431006498	79.71874961558083	16.40876935165326	17.862587280546553	20.342322376360144	2.458870293140065	109.26382130284861	17.45811110136418	28.84483958688527	50.70768165327869	407.88376430232825	59.64998801949715	109.01459719545194	11.81384125452237	60.6196577252312	90.16142267615878	27.651770424469124	26.535707163673493	62.41606154293779	84.38267382147872	70.94200515160405	10.280188171342767	30.265479316992007	423.97706656441807	1
17340000	-6325.341510477691	-5963.030548752293	-362.3109617253984	-5963.030548752293	1.6084164307119995	0.7486566976184922	1.0	0.40637102237705114	0.874902313780677	0.1891841887231609	0.45040484926198876	-110.00358117124095	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.29786654964402	134.41224893923962	48.47588925345768	75.91476033438934	6.940376759969367	2.3576138601902685	2.328471177042702	6.125282699583065	15.442929632707854	44.72786255368329	11.87904712026538	35.11374518774877	3.0164698196075017	8.492304416441712	1.0153076094143203	3.360297247538693	41.25314091647895	123.2011472341119	18.990549164315034	33.572583654126554	26.814866554235092	87.23456314595505	6.043771165328482	35.32435350347743	30.268331758722354	2.2923217135708005	2.4616385390006275	29.300385690656192	33.401053176135946	4.001137343054625	7.575140176466539	102.81978001538317	4.383131040768374	23.484341752041	4.4540557076523255	4.848685305113394	13.698488130485345	0.6674446467512684	29.658966890458633	4.738892827939284	7.829747596844452	13.764276531003048	110.7174444052049	16.191608517726234	29.59131659723767	3.2067918039022336	16.45481917020134	24.473742708824016	7.505896587752891	7.2029483391478255	3.7608419558013586	22.90513821645334	19.256754494264737	2.7904914633769162	8.215371184012614	115.08586858493867	1
17350000	-6401.690175390953	-5975.273485530127	-426.4166898608263	-5975.273485530127	1.5391924350463833	0.7040455421579247	1.0	0.3236837235386277	0.9708417025049373	0.1162207585728938	0.3371307267476101	-107.57689976247843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183.36600340408634	193.44585654304103	169.96544334036759	266.17120583078105	60.651788053303655	2.059440830161241	8.164051077889237	21.476375279602752	54.145770648448114	156.82416776009038	41.650138684418486	123.11529216043681	10.576301706025093	94.70195111577515	3.559856469237332	11.78182433017654	144.64115033334602	25.927848460735188	66.58438159047539	117.71169446774384	94.0178870814274	305.86053042127486	21.19058074812967	85.89463104403656	106.12637551930261	8.037304365654762	31.21057458378895	102.73257738332107	117.11027685195504	14.028728360655558	26.559844043845576	360.50518646704717	15.368068993391088	82.34045045718571	15.61674400763726	17.000388444503713	48.02943574726965	2.340184513111182	103.98982946340736	16.615435690759156	27.452544801866082	48.26010206062354	388.19586012031533	56.77077744195722	103.75263500949471	11.243605822282543	57.69364272465335	74.7660029858667	26.317063200926768	25.254870548531542	13.186208240733604	80.3096556182145	67.51774676688098	9.783979747757565	28.80461249912579	403.5123641358509	1
17360000	-6394.245608520173	-5974.076299034488	-420.1693094856843	-5974.076299034488	2.4750273023133524	0.773952523646984	1.0	0.4006812874768496	0.8382580314491257	0.21478645776189545	0.4789802997483566	-116.71490346574733	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.28095683493571	520.0149031932107	171.27175696941347	138.3103943574936	38.17558077641369	2.7352198194795054	5.622439070633993	14.790403724281399	37.28924445707056	108.00205922547443	28.68372145181916	84.78734665319183	7.283713853262985	65.21957603384664	2.4516108372589835	8.113936182581718	99.61182837992568	52.72847526030488	45.85549808258692	81.06598350889855	64.74847310751284	210.64079340008556	14.59358203311394	59.15412886717791	73.0873771430117	5.535150828541592	21.494176393884167	70.75012777311665	80.6517977243514	9.661339657695253	18.291299679211644	248.27361149761015	10.583720107123645	56.70642691076562	10.754978236531336	11.707869940353788	33.07703167332115	1.6856405563232486	71.6159752732453	11.442759717211826	18.906087065080957	33.23588752565558	267.34369373435226	39.09704068662586	71.4526236047792	7.743274517380093	39.73260185262778	51.49003752332697	18.124100762423257	102.89703068778847	9.081110798903106	55.30785405298466	46.49829034159231	6.738055589714207	19.83723242106769	277.8919019438403	2
17370000	-6353.91997853949	-5969.841409331126	-384.078569208365	-5969.841409331126	1.4905896103055838	0.773952523646984	1.0	0.47056534392135285	0.9776204479191256	0.26306054550970337	0.4830846337393738	-110.80553095251837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.50452609400853	131.58730715522861	121.66009381928725	83.79229489072206	23.12783169263319	2.052155133031894	3.4062304196311897	8.960439135286682	22.590864427173777	65.43066005607028	17.377398550696416	51.36653963550214	4.412677022051905	39.511838376736286	1.485254229714115	4.915648867127613	60.34762417523619	31.944381105079447	27.78053981803926	49.112034040093924	39.22643108315854	127.61206819333572	8.841199064691796	35.83722129539135	44.27837175076965	3.3533487677793814	13.021771611570555	42.86240088794933	48.86110873864032	70.56764615054634	11.081379557732664	150.41107911543742	6.411912860032414	34.35433517472731	6.515665811850864	7.092954185703922	20.038988428569354	0.9538122375878298	43.38695545521959	6.932343017618912	11.453834904788549	20.135227734991393	161.96426686965063	23.686077809168065	43.28799245798002	4.6910916912223595	24.071118491685915	31.19410097940479	10.980085790145456	62.33789136979432	5.501590227775839	33.50704072610879	28.169961298400548	4.082102025564949	12.017948734536585	168.3546656315371	1
17380000	-6274.6711393547175	-5970.167498018964	-304.50364133575425	-5970.167498018964	1.798710062785096	0.773952523646984	1.0	0.4938801082913391	0.9738046440959331	0.26856583462841976	0.5005128430740867	-121.09313103205191	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.570062977560406	33.74469565903632	21.57957469019506	14.862737889575149	5.841635661293844	22.87831427774208	2.33557048234984	2.259485995102672	11.35626660104072	11.605825471465213	3.082332572446128	9.111188754199812	0.7827027778107821	7.008449859197151	2.842002754161869	0.8719178865382086	10.704217154391802	5.666164938299867	4.927599635323285	8.711293682954503	0.05865801740036096	1.8456198355009572	1.5682160811974712	6.356661164355804	7.853918243522484	2.891119762092672	2.3097491072787584	7.602759066884341	57.70243867795513	12.517003258923609	4.05331301834845	26.6793080138974	15.792306142609789	6.093632830303587	10.058188046276673	3.033090686817241	3.5544346049296864	0.09700490564366497	7.695802431459629	1.22963092687541	2.0316348447354478	3.5715051433114136	28.728565664661826	0.15556800443379667	7.6782487758322615	0.832086844184545	4.269637504467569	5.53308328841544	1.9476031455733547	11.05724268832085	0.9758497918921913	5.943343172745785	4.996673640262859	0.5059209981565963	2.1316950710648954	15.472773448804128	2
17390000	-6260.355212769631	-5970.800850026695	-289.5543627429359	-5970.800850026695	1.3516236403871105	0.6849935048945417	1.0	0.5036085611506739	0.9758351445418013	0.287228921655197	0.510160999013448	-117.46198008308355	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11.17513533668472	53.89916126922644	0.5013038211374797	12.23967108069634	4.810668101578595	1.1608051877670884	3.6376594606468142	8.342399379149747	0.5937249628378253	9.557558469112063	26.70347333521378	1.401054688293739	5.445194009075332	3.9916418512969702	2.9807519113166387	5.544744089181369	8.81507149756027	0.34410848074181166	8.676977952559431	0.7365630926545003	0.04830569203065611	1.5198935683569619	1.689277054758962	5.234798756541571	6.467810756645419	2.3808772788582697	8.098742329995874	6.2609776863330096	47.51875968071786	10.307926032436313	1.158459649306687	21.97078069846957	13.00518344784788	5.018191270247893	12.088595090170632	5.023456124069325	0.7769325429370192	2.301564838593129	6.337600189340451	1.9883260215517788	1.6730795120248376	2.9411840901674218	2.482930195423903	0.12811241233592194	6.323144510128518	0.6852350730437714	0.08226035645600067	4.556570937027979	1.9426059060296479	9.105792927924023	1.4942402346300074	1.2551248211083497	5.016879117775595	0.5570985905531377	0.7740358165912411	12.742043836507936	2
17400000	-6263.113209184263	-5976.753896926701	-286.3593122575617	-5976.753896926701	1.1150161996556855	0.6849935048945417	1.0	0.3714977835136391	1.0495906990037125	0.16028007406664538	0.381197379323592	-112.48024941027595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12.20544858100593	25.307763301672637	0.5475224977606843	3.033049420467247	1.868035630473565	1.2678278700881793	4.141937708338534	8.279811499786323	10.970607052892516	5.3566466156235455	42.40334521696404	1.5302276385871183	9.546867725234868	4.359659002058223	2.763234072177869	6.5735496692345885	9.627794085693974	0.37583422853009046	1.7887126297878537	0.8044719534222899	0.5930265819949823	1.132267824798097	1.8450232243048996	5.717431165700478	0.8834393118569335	1.807674260910663	8.84542156327083	6.838220649239463	51.899843755113075	2.845087461097018	0.8774509978273135	5.580715557211661	1.2764871088338698	3.695272498348648	20.642380892128237	0.1155150534731285	0.8485633433537627	8.590437887244546	6.921907512300105	2.4621673375373225	18.6462610463177	8.905742451114358	2.711848753275502	1.8916260354426475	14.769558627913657	0.6749261078062502	0.0898445093262553	0.9681800353179612	5.479549078326046	9.945319141346129	7.098030184906648	7.591955145646818	3.6314475251398197	1.5948373543149699	0.06236396229915525	13.916821244471782	2
17410000	-6218.15553211883	-5952.820563530026	-265.3349685888033	-5952.820563530026	1.256976333583998	0.7253341979250102	1.0	0.3627049241935265	1.0211810689772656	0.18977908441929514	0.40792468802712034	-120.02663089171949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.363312447716834	38.633266475623564	5.442341156589256	1.7835319912890837	1.1269499780655283	0.30757776288970307	6.947701171655981	6.10216616014102	0.04354098455079002	3.2315619078697058	0.5738662628685989	8.677538326641004	8.835862148575483	2.6300984502619857	0.7883063490212592	3.9656961220159204	0.3329829532762461	2.7520887650855603	4.576319377898204	0.48532246145313096	2.6751704647301398	0.6830754079337548	9.026943705822042	3.982778372690805	1.3767477385330535	0.23101852692709812	2.116653663825608	4.805230959838628	5.903659079721447	1.716386561141222	0.5293493157324766	1.6499622700456422	0.7699738534159235	2.229286847116746	1.588036525426038	0.06968801068573768	10.188347729776183	1.3718160192019306	3.9367118955409772	1.3682525850706193	4.854073391069051	5.372663184907375	5.4141476486245335	1.1411816157970447	11.377533374867753	0.38913691638503817	0.05420146498429672	0.5840843995510172	4.147801677762034	5.999819813583201	1.9112942574049199	1.9607871332151972	11.997846112245353	0.7315709044419938	4.565307200071565	8.395750670035897	2
17420000	-6282.944024355857	-5962.275163233707	-320.66886112215053	-5962.275163233707	1.5048614871777475	0.8167137283035855	1.0	0.4012022830772062	0.9974939307340478	0.21973805491735787	0.4440781178437173	-115.57847052914597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.60696914700945	31.79856481806129	3.9538249599724637	5.960268152951067	2.961681636436971	6.23649639167301	23.218065182958643	46.41037910089165	0.14550674999591007	10.799344008314836	15.885727576324527	12.798808352089639	29.527986055330725	8.789352873279423	1.4771139050305022	0.11787529595551136	1.1127738115050831	9.197024275846134	15.293300472903303	1.6218671854717892	10.788276771638994	2.2827247393689842	30.166548932719753	0.9174672620020592	1.3640926122007586	3.2023990103108937	7.073505541220276	16.05828501949113	10.656846103075033	5.735879260079437	1.7689976315290739	21.649735263954657	2.573124933858334	7.449906961892558	5.306954724921296	0.2328857753947586	1.0106600891902882	0.3603218778385718	5.929286210081833	4.572473242879758	16.221508325154975	13.272865652444732	18.093183617159625	3.813639718596956	38.021829809931745	1.3004310442398985	0.18113230778423076	2.746026518612247	13.861265379856597	20.050402870821607	6.387228459577634	2.702705619375567	14.093319789703715	2.213150829449285	15.25649960074888	37.1310476517101	1
17430000	-6248.310610662979	-5969.663035478012	-278.64757518496793	-5969.663035478012	1.7167038903035927	0.8167137283035855	1.0	0.358376694915996	0.9990593037844975	0.142069233299644	0.3578451366352608	-118.09660625788943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.285677714262825	35.20367556771758	22.422904640724223	2.4913835160105386	3.1534423196012757	2.6068465225310997	3.2066125593311816	19.399471717813963	0.6066998910534298	0.44542173419307224	0.21483493034228643	5.148296895468314	7.473139676106257	1.7205829167511952	0.6174314879509019	0.04927170418381607	10.24415048120162	9.13198646068062	3.9901580993527586	2.7797710847451413	4.5094841750891685	0.9541756580930849	12.609574069027682	0.38349999603617113	0.2804225323828907	2.5910203425466407	1.303581521045081	6.712340043484558	0.434096451822085	2.564791428538927	0.7394384658467232	9.049558204172884	2.524489272275262	0.7650540640273662	2.218299442674707	2.049406827553568	0.42245446377303225	2.0909184828561753	3.0071143065529777	1.911287239496019	0.678497209964957	1.5776537192996194	7.5629247307648	16.090290641972352	15.893070178414801	1.551847764175906	0.07571304415341547	1.2576887811479498	5.793988993821337	8.381039563966992	3.0212112901997377	4.808730371804788	0.9886722910258828	0.22775419622326395	10.100396429736287	8.055624369688664	2
17440000	-6257.806696042816	-5961.032215365463	-296.7744806773529	-5961.032215365463	1.6189776524925084	0.8330995273970547	1.0	0.5460488909721464	0.89515464932834	0.3066767990498184	0.5760614077886312	-119.67329258353573	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.877942501734585	48.51962299156504	36.998347315289905	3.361497233869105	4.254779549749828	5.187695752325557	5.627241746192814	26.17472183583227	0.8185893470269577	1.8150912459216215	0.09066286214743101	6.499228392063363	0.9984472593679871	2.3214951363903604	0.8330689456331235	0.06647980780860797	13.821911915448533	10.96978651163851	8.82028567262712	2.674513646018978	6.0844179482299445	1.6135435341015805	1.9457552277865113	0.971855641127178	0.5689395791383582	0.984049560798579	7.231363379355864	1.999307140019992	0.585704293479864	1.3400826418645362	4.188266011173008	8.436382902385501	3.40616514926385	1.423433861745043	13.477092139351942	2.3520885049361535	0.5699963503341637	4.592773149932798	4.057346594149695	2.290665900841892	1.8863078957893615	2.1286480300396047	10.204270197282064	2.4264232878576992	21.443712338587595	2.093829365547267	1.044134083429864	1.1126458627853058	5.130684751195771	11.308110987398626	2.1879157424453837	6.4881756419134025	1.542590988885675	10.063970737101469	5.916328057569502	24.014843937542164	2
